product_id,delivery_estimate,delivery_speed_score,offer_strength,availability,last_updated
702,2 days,0.5,Cashback,In Stock,2025-07-27T21:34:17.744730
703,4 days,0.25,No Cost EMI,Out of Stock,2025-07-27T21:34:17.744849
704,2 days,0.5,No Cost EMI,Limited Stock,2025-07-27T21:34:17.744980
705,5 days,0.2,Bank Offer,Limited Stock,2025-07-27T21:34:17.745095
706,4 days,0.25,Exchange Offer,Limited Stock,2025-07-27T21:34:17.745300
707,1 day,1.0,Discount,Out of Stock,2025-07-27T21:34:17.745443
708,7 days,0.14285714285714285,No Cost EMI,Limited Stock,2025-07-27T21:34:17.745572
709,4 days,0.25,,In Stock,2025-07-27T21:34:17.745699
710,5 days,0.2,,Limited Stock,2025-07-27T21:34:17.745825
711,7 days,0.14285714285714285,Cashback,In Stock,2025-07-27T21:34:17.745967
712,3 days,0.3333333333333333,Cashback,Limited Stock,2025-07-27T21:34:17.746102
713,3 days,0.3333333333333333,Cashback,Limited Stock,2025-07-27T21:34:17.746259
714,2 days,0.5,Exchange Offer,Limited Stock,2025-07-27T21:34:17.746389
715,4 days,0.25,Discount,Out of Stock,2025-07-27T21:34:17.746511
716,6 days,0.16666666666666666,Exchange Offer,Out of Stock,2025-07-27T21:34:17.746654
717,7 days,0.14285714285714285,Discount,In Stock,2025-07-27T21:34:17.747432
718,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.747602
719,5 days,0.2,Discount,Out of Stock,2025-07-27T21:34:17.747732
720,6 days,0.16666666666666666,Cashback,In Stock,2025-07-27T21:34:17.747858
721,7 days,0.14285714285714285,Bank Offer,Out of Stock,2025-07-27T21:34:17.747979
722,1 day,1.0,Exchange Offer,Limited Stock,2025-07-27T21:34:17.748099
723,4 days,0.25,Cashback,In Stock,2025-07-27T21:34:17.748308
724,2 days,0.5,No Cost EMI,Out of Stock,2025-07-27T21:34:17.748544
725,6 days,0.16666666666666666,Exchange Offer,In Stock,2025-07-27T21:34:17.748752
726,7 days,0.14285714285714285,Cashback,Out of Stock,2025-07-27T21:34:17.749504
727,6 days,0.16666666666666666,,Limited Stock,2025-07-27T21:34:17.749700
728,7 days,0.14285714285714285,Bank Offer,In Stock,2025-07-27T21:34:17.749839
729,7 days,0.14285714285714285,No Cost EMI,In Stock,2025-07-27T21:34:17.749966
730,2 days,0.5,Exchange Offer,Limited Stock,2025-07-27T21:34:17.750097
731,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.750264
732,4 days,0.25,No Cost EMI,Limited Stock,2025-07-27T21:34:17.750410
733,3 days,0.3333333333333333,Discount,In Stock,2025-07-27T21:34:17.750537
734,5 days,0.2,,In Stock,2025-07-27T21:34:17.750660
735,3 days,0.3333333333333333,Bank Offer,In Stock,2025-07-27T21:34:17.750780
736,7 days,0.14285714285714285,Cashback,In Stock,2025-07-27T21:34:17.750898
737,7 days,0.14285714285714285,Bank Offer,Limited Stock,2025-07-27T21:34:17.751017
738,6 days,0.16666666666666666,Bank Offer,Out of Stock,2025-07-27T21:34:17.751134
739,5 days,0.2,Cashback,Limited Stock,2025-07-27T21:34:17.751412
740,5 days,0.2,Cashback,Limited Stock,2025-07-27T21:34:17.751680
741,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.751834
742,4 days,0.25,Exchange Offer,Out of Stock,2025-07-27T21:34:17.751983
743,2 days,0.5,Exchange Offer,Out of Stock,2025-07-27T21:34:17.752457
744,6 days,0.16666666666666666,Exchange Offer,Limited Stock,2025-07-27T21:34:17.752614
745,3 days,0.3333333333333333,Cashback,Out of Stock,2025-07-27T21:34:17.752749
746,4 days,0.25,Discount,Out of Stock,2025-07-27T21:34:17.752889
747,7 days,0.14285714285714285,Cashback,In Stock,2025-07-27T21:34:17.753029
748,7 days,0.14285714285714285,Cashback,In Stock,2025-07-27T21:34:17.753174
749,4 days,0.25,Exchange Offer,Limited Stock,2025-07-27T21:34:17.753301
750,7 days,0.14285714285714285,Bank Offer,Out of Stock,2025-07-27T21:34:17.753421
751,7 days,0.14285714285714285,Exchange Offer,In Stock,2025-07-27T21:34:17.753550
752,7 days,0.14285714285714285,,In Stock,2025-07-27T21:34:17.753654
753,2 days,0.5,,Limited Stock,2025-07-27T21:34:17.753760
754,3 days,0.3333333333333333,Exchange Offer,Out of Stock,2025-07-27T21:34:17.753886
755,1 day,1.0,Exchange Offer,Out of Stock,2025-07-27T21:34:17.754029
756,7 days,0.14285714285714285,Cashback,Out of Stock,2025-07-27T21:34:17.754163
757,5 days,0.2,Discount,Limited Stock,2025-07-27T21:34:17.754282
758,2 days,0.5,Bank Offer,Limited Stock,2025-07-27T21:34:17.754392
759,5 days,0.2,Cashback,Out of Stock,2025-07-27T21:34:17.754521
760,1 day,1.0,No Cost EMI,In Stock,2025-07-27T21:34:17.754656
761,2 days,0.5,Exchange Offer,Limited Stock,2025-07-27T21:34:17.754774
762,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.754892
763,4 days,0.25,No Cost EMI,Limited Stock,2025-07-27T21:34:17.755017
764,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.755124
765,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.755568
766,5 days,0.2,Discount,Out of Stock,2025-07-27T21:34:17.755778
767,1 day,1.0,No Cost EMI,In Stock,2025-07-27T21:34:17.755919
768,6 days,0.16666666666666666,Exchange Offer,Out of Stock,2025-07-27T21:34:17.756047
769,5 days,0.2,Exchange Offer,Out of Stock,2025-07-27T21:34:17.756180
770,3 days,0.3333333333333333,No Cost EMI,Out of Stock,2025-07-27T21:34:17.756325
771,2 days,0.5,,In Stock,2025-07-27T21:34:17.756450
772,3 days,0.3333333333333333,,Out of Stock,2025-07-27T21:34:17.756597
773,7 days,0.14285714285714285,Bank Offer,In Stock,2025-07-27T21:34:17.756736
774,5 days,0.2,Exchange Offer,Limited Stock,2025-07-27T21:34:17.756881
775,2 days,0.5,Discount,In Stock,2025-07-27T21:34:17.757048
776,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.757207
777,5 days,0.2,Discount,Limited Stock,2025-07-27T21:34:17.757365
778,3 days,0.3333333333333333,Discount,Limited Stock,2025-07-27T21:34:17.757512
779,7 days,0.14285714285714285,Exchange Offer,Limited Stock,2025-07-27T21:34:17.757655
780,1 day,1.0,Bank Offer,In Stock,2025-07-27T21:34:17.757788
781,7 days,0.14285714285714285,,Limited Stock,2025-07-27T21:34:17.757917
782,6 days,0.16666666666666666,Exchange Offer,Out of Stock,2025-07-27T21:34:17.758042
783,7 days,0.14285714285714285,Cashback,Limited Stock,2025-07-27T21:34:17.758163
784,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.758771
785,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.758953
786,3 days,0.3333333333333333,Exchange Offer,In Stock,2025-07-27T21:34:17.759082
787,6 days,0.16666666666666666,,Out of Stock,2025-07-27T21:34:17.759198
788,3 days,0.3333333333333333,Discount,Limited Stock,2025-07-27T21:34:17.759321
789,1 day,1.0,Bank Offer,In Stock,2025-07-27T21:34:17.759434
790,6 days,0.16666666666666666,Cashback,Out of Stock,2025-07-27T21:34:17.759542
791,4 days,0.25,Cashback,In Stock,2025-07-27T21:34:17.759649
792,7 days,0.14285714285714285,Discount,In Stock,2025-07-27T21:34:17.759756
793,5 days,0.2,Exchange Offer,In Stock,2025-07-27T21:34:17.759863
794,5 days,0.2,Cashback,In Stock,2025-07-27T21:34:17.759970
795,5 days,0.2,Exchange Offer,Limited Stock,2025-07-27T21:34:17.760077
796,4 days,0.25,Exchange Offer,Limited Stock,2025-07-27T21:34:17.760386
797,3 days,0.3333333333333333,,In Stock,2025-07-27T21:34:17.760548
798,6 days,0.16666666666666666,No Cost EMI,Limited Stock,2025-07-27T21:34:17.760677
799,1 day,1.0,Discount,In Stock,2025-07-27T21:34:17.760801
800,5 days,0.2,Bank Offer,Limited Stock,2025-07-27T21:34:17.760917
801,7 days,0.14285714285714285,No Cost EMI,Limited Stock,2025-07-27T21:34:17.761030
802,4 days,0.25,Discount,Limited Stock,2025-07-27T21:34:17.762150
803,2 days,0.5,No Cost EMI,Limited Stock,2025-07-27T21:34:17.762637
804,4 days,0.25,Exchange Offer,Out of Stock,2025-07-27T21:34:17.762844
805,4 days,0.25,,In Stock,2025-07-27T21:34:17.762995
806,6 days,0.16666666666666666,Exchange Offer,In Stock,2025-07-27T21:34:17.763133
807,2 days,0.5,,Limited Stock,2025-07-27T21:34:17.763263
808,3 days,0.3333333333333333,Cashback,Limited Stock,2025-07-27T21:34:17.763390
809,7 days,0.14285714285714285,,Limited Stock,2025-07-27T21:34:17.763517
810,7 days,0.14285714285714285,Cashback,In Stock,2025-07-27T21:34:17.763645
811,4 days,0.25,Discount,Out of Stock,2025-07-27T21:34:17.763769
812,1 day,1.0,Discount,Out of Stock,2025-07-27T21:34:17.763891
813,1 day,1.0,No Cost EMI,In Stock,2025-07-27T21:34:17.764029
814,3 days,0.3333333333333333,Cashback,In Stock,2025-07-27T21:34:17.764156
815,3 days,0.3333333333333333,Bank Offer,Limited Stock,2025-07-27T21:34:17.764277
816,6 days,0.16666666666666666,Exchange Offer,Limited Stock,2025-07-27T21:34:17.764389
817,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.764515
818,2 days,0.5,Discount,Out of Stock,2025-07-27T21:34:17.764639
819,6 days,0.16666666666666666,Discount,In Stock,2025-07-27T21:34:17.764759
820,2 days,0.5,Bank Offer,In Stock,2025-07-27T21:34:17.764878
821,3 days,0.3333333333333333,Bank Offer,In Stock,2025-07-27T21:34:17.764999
822,1 day,1.0,Discount,Limited Stock,2025-07-27T21:34:17.765129
823,7 days,0.14285714285714285,No Cost EMI,In Stock,2025-07-27T21:34:17.765260
824,5 days,0.2,Exchange Offer,In Stock,2025-07-27T21:34:17.765382
825,3 days,0.3333333333333333,Exchange Offer,In Stock,2025-07-27T21:34:17.765501
826,6 days,0.16666666666666666,Bank Offer,In Stock,2025-07-27T21:34:17.765618
827,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.766901
828,3 days,0.3333333333333333,Bank Offer,In Stock,2025-07-27T21:34:17.767118
829,7 days,0.14285714285714285,Exchange Offer,In Stock,2025-07-27T21:34:17.767264
830,2 days,0.5,Cashback,In Stock,2025-07-27T21:34:17.767395
831,7 days,0.14285714285714285,Cashback,In Stock,2025-07-27T21:34:17.767540
832,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.767668
833,2 days,0.5,Cashback,In Stock,2025-07-27T21:34:17.767792
834,4 days,0.25,Cashback,Out of Stock,2025-07-27T21:34:17.767915
835,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.768035
836,5 days,0.2,No Cost EMI,In Stock,2025-07-27T21:34:17.768157
837,2 days,0.5,Discount,Limited Stock,2025-07-27T21:34:17.768278
838,6 days,0.16666666666666666,Discount,In Stock,2025-07-27T21:34:17.768416
839,2 days,0.5,Bank Offer,In Stock,2025-07-27T21:34:17.768537
840,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.768653
841,3 days,0.3333333333333333,,Out of Stock,2025-07-27T21:34:17.768773
842,4 days,0.25,Bank Offer,In Stock,2025-07-27T21:34:17.768891
843,1 day,1.0,Discount,Out of Stock,2025-07-27T21:34:17.769011
844,4 days,0.25,Exchange Offer,Limited Stock,2025-07-27T21:34:17.769135
845,1 day,1.0,Cashback,In Stock,2025-07-27T21:34:17.770313
846,1 day,1.0,Cashback,Out of Stock,2025-07-27T21:34:17.770602
847,4 days,0.25,No Cost EMI,Out of Stock,2025-07-27T21:34:17.770894
848,3 days,0.3333333333333333,Exchange Offer,In Stock,2025-07-27T21:34:17.771042
849,4 days,0.25,,Out of Stock,2025-07-27T21:34:17.771364
850,2 days,0.5,,In Stock,2025-07-27T21:34:17.771510
851,6 days,0.16666666666666666,,Out of Stock,2025-07-27T21:34:17.771643
852,4 days,0.25,No Cost EMI,Out of Stock,2025-07-27T21:34:17.771772
853,6 days,0.16666666666666666,,Out of Stock,2025-07-27T21:34:17.771900
854,1 day,1.0,Bank Offer,In Stock,2025-07-27T21:34:17.772024
855,2 days,0.5,Discount,In Stock,2025-07-27T21:34:17.772155
856,2 days,0.5,Discount,In Stock,2025-07-27T21:34:17.772296
857,2 days,0.5,,Out of Stock,2025-07-27T21:34:17.772453
858,7 days,0.14285714285714285,No Cost EMI,In Stock,2025-07-27T21:34:17.774554
859,5 days,0.2,Bank Offer,Limited Stock,2025-07-27T21:34:17.774799
860,6 days,0.16666666666666666,Exchange Offer,Out of Stock,2025-07-27T21:34:17.774957
861,5 days,0.2,Cashback,In Stock,2025-07-27T21:34:17.775097
862,4 days,0.25,Bank Offer,In Stock,2025-07-27T21:34:17.775239
863,5 days,0.2,Bank Offer,Limited Stock,2025-07-27T21:34:17.775375
864,7 days,0.14285714285714285,,In Stock,2025-07-27T21:34:17.775507
865,3 days,0.3333333333333333,No Cost EMI,In Stock,2025-07-27T21:34:17.775638
866,1 day,1.0,Cashback,In Stock,2025-07-27T21:34:17.775782
867,3 days,0.3333333333333333,Cashback,Limited Stock,2025-07-27T21:34:17.775906
868,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.776027
869,3 days,0.3333333333333333,No Cost EMI,In Stock,2025-07-27T21:34:17.776165
870,3 days,0.3333333333333333,No Cost EMI,Out of Stock,2025-07-27T21:34:17.779027
871,1 day,1.0,,In Stock,2025-07-27T21:34:17.779305
872,4 days,0.25,No Cost EMI,Limited Stock,2025-07-27T21:34:17.779476
873,4 days,0.25,Discount,Limited Stock,2025-07-27T21:34:17.779658
874,5 days,0.2,Bank Offer,In Stock,2025-07-27T21:34:17.779804
875,1 day,1.0,No Cost EMI,Out of Stock,2025-07-27T21:34:17.779938
876,2 days,0.5,No Cost EMI,Out of Stock,2025-07-27T21:34:17.780084
877,1 day,1.0,No Cost EMI,Out of Stock,2025-07-27T21:34:17.780371
878,4 days,0.25,Cashback,Limited Stock,2025-07-27T21:34:17.780515
879,4 days,0.25,Bank Offer,Limited Stock,2025-07-27T21:34:17.780649
880,7 days,0.14285714285714285,,In Stock,2025-07-27T21:34:17.780776
881,3 days,0.3333333333333333,Cashback,Out of Stock,2025-07-27T21:34:17.780896
882,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.781339
883,6 days,0.16666666666666666,Discount,Out of Stock,2025-07-27T21:34:17.781592
884,5 days,0.2,,Limited Stock,2025-07-27T21:34:17.781742
885,1 day,1.0,Cashback,Out of Stock,2025-07-27T21:34:17.781878
886,6 days,0.16666666666666666,Discount,In Stock,2025-07-27T21:34:17.782013
887,2 days,0.5,Bank Offer,Limited Stock,2025-07-27T21:34:17.782145
888,2 days,0.5,Bank Offer,In Stock,2025-07-27T21:34:17.782275
889,6 days,0.16666666666666666,No Cost EMI,Limited Stock,2025-07-27T21:34:17.782405
890,1 day,1.0,,Out of Stock,2025-07-27T21:34:17.782533
891,3 days,0.3333333333333333,Discount,In Stock,2025-07-27T21:34:17.782666
892,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.782797
893,2 days,0.5,,Limited Stock,2025-07-27T21:34:17.782926
894,3 days,0.3333333333333333,Exchange Offer,Limited Stock,2025-07-27T21:34:17.786312
895,4 days,0.25,,Limited Stock,2025-07-27T21:34:17.786570
896,5 days,0.2,Discount,Limited Stock,2025-07-27T21:34:17.786738
897,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.786882
898,4 days,0.25,Exchange Offer,Limited Stock,2025-07-27T21:34:17.787018
899,2 days,0.5,Discount,Limited Stock,2025-07-27T21:34:17.787273
900,7 days,0.14285714285714285,No Cost EMI,Limited Stock,2025-07-27T21:34:17.787427
901,7 days,0.14285714285714285,Cashback,Limited Stock,2025-07-27T21:34:17.787577
902,1 day,1.0,Bank Offer,In Stock,2025-07-27T21:34:17.787716
903,1 day,1.0,Bank Offer,Limited Stock,2025-07-27T21:34:17.787842
904,1 day,1.0,Bank Offer,In Stock,2025-07-27T21:34:17.787967
905,4 days,0.25,Exchange Offer,In Stock,2025-07-27T21:34:17.788089
906,5 days,0.2,Cashback,Out of Stock,2025-07-27T21:34:17.788479
907,7 days,0.14285714285714285,Exchange Offer,In Stock,2025-07-27T21:34:17.788614
908,6 days,0.16666666666666666,Discount,Out of Stock,2025-07-27T21:34:17.788743
909,4 days,0.25,Bank Offer,Out of Stock,2025-07-27T21:34:17.788875
910,5 days,0.2,Exchange Offer,Limited Stock,2025-07-27T21:34:17.789055
911,4 days,0.25,No Cost EMI,Limited Stock,2025-07-27T21:34:17.789194
912,3 days,0.3333333333333333,,Limited Stock,2025-07-27T21:34:17.789321
913,3 days,0.3333333333333333,Exchange Offer,In Stock,2025-07-27T21:34:17.789521
914,3 days,0.3333333333333333,Exchange Offer,Out of Stock,2025-07-27T21:34:17.789650
915,7 days,0.14285714285714285,Discount,Out of Stock,2025-07-27T21:34:17.789776
916,6 days,0.16666666666666666,No Cost EMI,Limited Stock,2025-07-27T21:34:17.789970
917,7 days,0.14285714285714285,Exchange Offer,Limited Stock,2025-07-27T21:34:17.792038
918,3 days,0.3333333333333333,No Cost EMI,Out of Stock,2025-07-27T21:34:17.792355
919,4 days,0.25,,In Stock,2025-07-27T21:34:17.792532
920,5 days,0.2,Bank Offer,In Stock,2025-07-27T21:34:17.792672
921,2 days,0.5,Cashback,In Stock,2025-07-27T21:34:17.792806
922,1 day,1.0,Discount,Limited Stock,2025-07-27T21:34:17.792936
923,3 days,0.3333333333333333,Bank Offer,Out of Stock,2025-07-27T21:34:17.793079
924,3 days,0.3333333333333333,Cashback,Out of Stock,2025-07-27T21:34:17.793205
925,5 days,0.2,No Cost EMI,Limited Stock,2025-07-27T21:34:17.793334
926,2 days,0.5,Cashback,Limited Stock,2025-07-27T21:34:17.793478
927,2 days,0.5,Bank Offer,Limited Stock,2025-07-27T21:34:17.793615
928,2 days,0.5,No Cost EMI,In Stock,2025-07-27T21:34:17.793739
929,6 days,0.16666666666666666,,Out of Stock,2025-07-27T21:34:17.793863
930,5 days,0.2,Discount,In Stock,2025-07-27T21:34:17.793984
931,5 days,0.2,Discount,Limited Stock,2025-07-27T21:34:17.794114
932,1 day,1.0,Discount,Out of Stock,2025-07-27T21:34:17.794241
933,5 days,0.2,Bank Offer,Limited Stock,2025-07-27T21:34:17.794369
934,5 days,0.2,Bank Offer,Out of Stock,2025-07-27T21:34:17.794496
935,2 days,0.5,No Cost EMI,Limited Stock,2025-07-27T21:34:17.794625
936,2 days,0.5,,Limited Stock,2025-07-27T21:34:17.794751
937,7 days,0.14285714285714285,Discount,In Stock,2025-07-27T21:34:17.794877
938,7 days,0.14285714285714285,,In Stock,2025-07-27T21:34:17.795017
939,5 days,0.2,Discount,Out of Stock,2025-07-27T21:34:17.795262
940,7 days,0.14285714285714285,Bank Offer,Out of Stock,2025-07-27T21:34:17.795424
941,1 day,1.0,Cashback,Out of Stock,2025-07-27T21:34:17.795566
942,4 days,0.25,Discount,Out of Stock,2025-07-27T21:34:17.795693
943,4 days,0.25,Cashback,Out of Stock,2025-07-27T21:34:17.795817
944,2 days,0.5,,Out of Stock,2025-07-27T21:34:17.795935
945,1 day,1.0,No Cost EMI,Out of Stock,2025-07-27T21:34:17.796047
946,6 days,0.16666666666666666,Discount,Limited Stock,2025-07-27T21:34:17.796305
947,3 days,0.3333333333333333,Bank Offer,Limited Stock,2025-07-27T21:34:17.796446
948,5 days,0.2,Discount,In Stock,2025-07-27T21:34:17.796579
949,1 day,1.0,Cashback,In Stock,2025-07-27T21:34:17.796709
950,2 days,0.5,Cashback,In Stock,2025-07-27T21:34:17.796832
951,7 days,0.14285714285714285,Bank Offer,Out of Stock,2025-07-27T21:34:17.797458
952,7 days,0.14285714285714285,Bank Offer,Limited Stock,2025-07-27T21:34:17.797619
953,4 days,0.25,Cashback,Limited Stock,2025-07-27T21:34:17.797767
954,2 days,0.5,Bank Offer,Out of Stock,2025-07-27T21:34:17.797908
955,1 day,1.0,Bank Offer,Out of Stock,2025-07-27T21:34:17.798050
956,2 days,0.5,Cashback,In Stock,2025-07-27T21:34:17.798190
957,6 days,0.16666666666666666,,Limited Stock,2025-07-27T21:34:17.798332
958,6 days,0.16666666666666666,Bank Offer,In Stock,2025-07-27T21:34:17.798488
959,4 days,0.25,Bank Offer,Limited Stock,2025-07-27T21:34:17.798624
960,3 days,0.3333333333333333,Exchange Offer,In Stock,2025-07-27T21:34:17.798768
961,6 days,0.16666666666666666,No Cost EMI,Limited Stock,2025-07-27T21:34:17.798904
962,3 days,0.3333333333333333,Discount,In Stock,2025-07-27T21:34:17.799272
963,7 days,0.14285714285714285,,Limited Stock,2025-07-27T21:34:17.799418
964,4 days,0.25,Bank Offer,Limited Stock,2025-07-27T21:34:17.799558
965,4 days,0.25,Exchange Offer,In Stock,2025-07-27T21:34:17.799693
966,5 days,0.2,,Limited Stock,2025-07-27T21:34:17.799837
967,4 days,0.25,Bank Offer,In Stock,2025-07-27T21:34:17.799971
968,7 days,0.14285714285714285,,Out of Stock,2025-07-27T21:34:17.800096
969,3 days,0.3333333333333333,No Cost EMI,Out of Stock,2025-07-27T21:34:17.800396
970,7 days,0.14285714285714285,Exchange Offer,In Stock,2025-07-27T21:34:17.800549
971,6 days,0.16666666666666666,Cashback,Out of Stock,2025-07-27T21:34:17.800686
972,5 days,0.2,Bank Offer,Limited Stock,2025-07-27T21:34:17.800819
973,6 days,0.16666666666666666,Cashback,Out of Stock,2025-07-27T21:34:17.800953
974,2 days,0.5,Discount,In Stock,2025-07-27T21:34:17.801088
975,1 day,1.0,,Limited Stock,2025-07-27T21:34:17.801413
976,5 days,0.2,Exchange Offer,In Stock,2025-07-27T21:34:17.801548
977,7 days,0.14285714285714285,,Out of Stock,2025-07-27T21:34:17.801676
978,7 days,0.14285714285714285,,Out of Stock,2025-07-27T21:34:17.801802
979,4 days,0.25,No Cost EMI,Limited Stock,2025-07-27T21:34:17.801928
980,1 day,1.0,Exchange Offer,Limited Stock,2025-07-27T21:34:17.802065
981,6 days,0.16666666666666666,Exchange Offer,Out of Stock,2025-07-27T21:34:17.802195
982,6 days,0.16666666666666666,Discount,Out of Stock,2025-07-27T21:34:17.802336
983,4 days,0.25,,Out of Stock,2025-07-27T21:34:17.802455
984,3 days,0.3333333333333333,No Cost EMI,In Stock,2025-07-27T21:34:17.802577
985,1 day,1.0,,Out of Stock,2025-07-27T21:34:17.802697
986,2 days,0.5,Discount,Out of Stock,2025-07-27T21:34:17.802816
987,2 days,0.5,Discount,Out of Stock,2025-07-27T21:34:17.802934
988,6 days,0.16666666666666666,Exchange Offer,In Stock,2025-07-27T21:34:17.803054
989,7 days,0.14285714285714285,,Out of Stock,2025-07-27T21:34:17.803993
990,5 days,0.2,Discount,Limited Stock,2025-07-27T21:34:17.804159
991,4 days,0.25,Discount,Limited Stock,2025-07-27T21:34:17.804299
992,7 days,0.14285714285714285,,Out of Stock,2025-07-27T21:34:17.804436
993,1 day,1.0,Discount,In Stock,2025-07-27T21:34:17.804564
994,5 days,0.2,,In Stock,2025-07-27T21:34:17.804698
995,5 days,0.2,No Cost EMI,In Stock,2025-07-27T21:34:17.804831
996,7 days,0.14285714285714285,Bank Offer,Out of Stock,2025-07-27T21:34:17.804966
997,5 days,0.2,,Limited Stock,2025-07-27T21:34:17.805095
998,5 days,0.2,Cashback,Out of Stock,2025-07-27T21:34:17.805416
999,6 days,0.16666666666666666,,In Stock,2025-07-27T21:34:17.805595
1000,3 days,0.3333333333333333,,Out of Stock,2025-07-27T21:34:17.805735
