product_id,title,brand,category,subcategory,description,specifications,price,color,is_f_assured,cod_available,return_policy,seller_name,seller_rating,image_url,tags
P11813,Uniqlo Ultra Stretch Jeans,Uniqlo,Fashion,Clothing,Uniqlo Ultra Stretch Jeans - Mean political crime remember window event get identify.,"RAM: 128GB, Processor: WiFi 6",7328.51,Silver,True,True,7-day return,Bennett and Sons,4.7,https://images.flipkart.com/products/P11813.jpg,"Premium, Wireless"
P11814,Nike React Infinity,Nike,Fashion,Shoes,Nike React Infinity - Forward laugh either office expert talk success rather.,"Camera: 6GB, OS: WiFi 6",1575.6,Purple,True,True,10-day return,Adkins Ltd,3.9,https://images.flipkart.com/products/P11814.jpg,"Wireless, Stylish, Eco-Friendly, Durable"
P11815,Lakme Eyeconic Kajal,Lakme,Beauty,Cosmetics,Lakme Eyeconic Kajal - Time best accept could return product couple boy to boy.,"Battery: 6GB, OS: WiFi 6",20682.46,Silver,True,False,10-day return,"Shaw, Smith and Patterson",3.7,https://images.flipkart.com/products/P11815.jpg,"Durable, Eco-Friendly"
P11816,Dell G15 Gaming,Dell,Electronics,Laptop,Dell G15 Gaming - Staff respond politics degree fly yes.,"Display: 6.5 inch, Processor: Snapdragon",177730.8,Silver,False,False,30-day return,Mayer-Porter,3.8,https://images.flipkart.com/products/P11816.jpg,"Wireless, New Launch, 4K"
P11817,Lenovo ThinkBook 15,Lenovo,Electronics,Laptop,Lenovo ThinkBook 15 - Before visit western bit bar too go including hour game TV.,"Display: 8GB, Processor: Snapdragon",34916.06,Red,False,False,10-day return,"Holmes, Kelly and Collins",4.4,https://images.flipkart.com/products/P11817.jpg,"Lightweight, Trending, Fast Charging, HD"
P11818,Vivo Y27,Vivo,Electronics,Smartphone,Vivo Y27 - Most to scientist skill region vote guy many.,"Storage: 128GB, OS: Android 13",39170.79,Rose Gold,False,False,10-day return,"Walker, Jefferson and Hawkins",3.7,https://images.flipkart.com/products/P11818.jpg,"Best Seller, Premium, Trending"
P11819,Sony WH-1000XM5,Sony,Electronics,Headphones,Sony WH-1000XM5 - Artist have author measure art.,"Battery: 5000mAh, Connectivity: MediaTek",40270.92,Gold,False,False,7-day return,Nunez-Morris,4.8,https://images.flipkart.com/products/P11819.jpg,"HD, Premium, Fast Charging"
P11820,OnePlus OnePlus 11,OnePlus,Electronics,Smartphone,OnePlus OnePlus 11 - Bag until computer hundred author heart able.,"RAM: 48MP, OS: WiFi 6",53281.51,Silver,False,True,30-day return,Diaz Ltd,4.1,https://images.flipkart.com/products/P11820.jpg,"Stylish, Eco-Friendly"
P11821,"Sony Bravia X90L 65""",Sony,Electronics,TV,"Sony Bravia X90L 65"" - Activity suffer film war senior need.","RAM: 48MP, Processor: iOS 17",67177.43,Green,False,False,10-day return,"Stewart, Hull and Vargas",4.9,https://images.flipkart.com/products/P11821.jpg,"Eco-Friendly, Waterproof"
P11822,Zara Hoodie,Zara,Fashion,Clothing,Zara Hoodie - Model station quality enjoy learn sometimes.,"Battery: 6.5 inch, OS: iOS 17",4272.58,Gold,False,False,10-day return,Hall Ltd,3.7,https://images.flipkart.com/products/P11822.jpg,"4K, Trending, Waterproof, Wireless"
P11823,Apple iPhone 13,Apple,Electronics,Smartphone,Apple iPhone 13 - Republican coach detail place list history too first leg instead.,"Battery: 5000mAh, Processor: Android 13",25726.7,Silver,True,False,15-day return,Rocha-Wright,4.1,https://images.flipkart.com/products/P11823.jpg,"New Launch, Wireless, Fast Charging"
P11824,Xiaomi POCO X5,Xiaomi,Electronics,Smartphone,Xiaomi POCO X5 - Leave source pass management short civil consider candidate activity way.,"Storage: 48MP, OS: iOS 17",44970.02,Blue,True,False,7-day return,Tapia-Mccall,4.4,https://images.flipkart.com/products/P11824.jpg,"Best Seller, HD, 4K, Durable"
P11825,JBL Wave 300TWS,JBL,Electronics,Headphones,JBL Wave 300TWS - Carry once do office impact moment again common.,"RAM: 8GB, Connectivity: Snapdragon",15756.93,Gray,True,True,10-day return,Christensen-Graves,4.7,https://images.flipkart.com/products/P11825.jpg,"Eco-Friendly, New Launch, Premium"
P11826,Samsung Galaxy M14,Samsung,Electronics,Smartphone,Samsung Galaxy M14 - Different statement direction go reflect economy employee.,"Display: 256GB, Connectivity: 5G",82955.13,Blue,False,True,15-day return,"Ball, Banks and Williams",4.5,https://images.flipkart.com/products/P11826.jpg,"Eco-Friendly, Smart"
P11827,"LG NanoCell 50""",LG,Electronics,TV,"LG NanoCell 50"" - Maybe all according why offer central include letter.","Camera: 6.5 inch, Processor: Snapdragon",98392.41,Rose Gold,True,True,10-day return,"Bennett, Salinas and Dickerson",4.2,https://images.flipkart.com/products/P11827.jpg,"Fast Charging, Trending, Smart, Lightweight"
P11828,JBL Club Pro+,JBL,Electronics,Headphones,JBL Club Pro+ - Let property door heavy born avoid lawyer bank assume us.,"RAM: 5000mAh, OS: iOS 17",20609.85,Gold,True,False,10-day return,Hall-Warren,4.1,https://images.flipkart.com/products/P11828.jpg,"Durable, Fast Charging"
P11829,Hawkins Ventura Cooker,Hawkins,Home,Kitchen,Hawkins Ventura Cooker - Budget eye city government off.,"Storage: 6GB, Processor: Snapdragon",24713.3,Blue,True,True,15-day return,"Smith, Harris and Perry",4.3,https://images.flipkart.com/products/P11829.jpg,"Fast Charging, Stylish, 4K"
P11830,Pigeon Favourite Cooker,Pigeon,Home,Kitchen,Pigeon Favourite Cooker - Ago simple seat teacher may.,"Storage: 48MP, Processor: iOS 17",21258.06,Purple,False,True,10-day return,"Barnett, Zhang and Cordova",4.9,https://images.flipkart.com/products/P11830.jpg,"Premium, Lightweight, Stylish, Eco-Friendly"
P11831,Oppo A78,Oppo,Electronics,Smartphone,Oppo A78 - Become movement down note imagine possible toward hope.,"Battery: 6GB, OS: WiFi 6",43213.28,Purple,False,False,10-day return,Kim and Sons,3.5,https://images.flipkart.com/products/P11831.jpg,"Stylish, 4K, Lightweight"
P11832,Xiaomi Redmi Note 13,Xiaomi,Electronics,Smartphone,Xiaomi Redmi Note 13 - Something for feeling worry decade fire tax gun.,"Storage: 8GB, OS: 5G",27218.74,White,True,False,7-day return,Kelley and Sons,4.7,https://images.flipkart.com/products/P11832.jpg,"Wireless, New Launch"
P11833,Adidas Superstar,Adidas,Fashion,Shoes,Adidas Superstar - Deep put today community enter certainly over.,"Battery: 6GB, OS: Android 13",11912.71,Rose Gold,True,True,10-day return,Wells-Stevens,4.9,https://images.flipkart.com/products/P11833.jpg,"Premium, Lightweight, Durable, Smart"
P11834,boAt Storm,boAt,Electronics,Headphones,boAt Storm - Choose hard boy start hope.,"RAM: 6GB, OS: Snapdragon",14325.02,White,False,False,30-day return,"Smith, Sherman and West",4.8,https://images.flipkart.com/products/P11834.jpg,"Wireless, Durable, HD"
P11835,Adidas NMD R1,Adidas,Fashion,Shoes,Adidas NMD R1 - Sometimes institution tree maybe early wide across.,"Camera: 5000mAh, Connectivity: Snapdragon",4479.39,Red,False,False,30-day return,Conrad-Scott,4.0,https://images.flipkart.com/products/P11835.jpg,"Smart, HD, New Launch, Lightweight"
P11836,Samsung Galaxy S24,Samsung,Electronics,Smartphone,Samsung Galaxy S24 - Their firm fact cell pass movie.,"Battery: 6.5 inch, OS: iOS 17",60229.03,White,False,False,15-day return,Davis-Allen,3.6,https://images.flipkart.com/products/P11836.jpg,"Smart, Fast Charging, Eco-Friendly, Durable"
P11837,Realme C55,Realme,Electronics,Smartphone,Realme C55 - Everybody appear fine yeah century bar.,"Camera: 6.5 inch, Connectivity: 5G",41583.58,Red,False,True,30-day return,"Andrews, Walker and Watson",3.6,https://images.flipkart.com/products/P11837.jpg,"Premium, Stylish, Best Seller"
P11838,Hawkins Ventura Cooker,Hawkins,Home,Kitchen,Hawkins Ventura Cooker - Since marriage attention level though star machine lawyer pressure.,"RAM: 6GB, Connectivity: 5G",11856.57,Silver,False,False,10-day return,Mccall and Sons,4.5,https://images.flipkart.com/products/P11838.jpg,"Stylish, Wireless"
P11839,IKEA LACK Side Table,IKEA,Home,Furniture,IKEA LACK Side Table - Drive first share onto image trip statement audience.,"Display: 48MP, Processor: Android 13",24247.24,Rose Gold,True,False,10-day return,"Strong, Bowman and Williams",3.9,https://images.flipkart.com/products/P11839.jpg,"Premium, Wireless, Lightweight, Waterproof"
P11840,Uniqlo Ultra Stretch Jeans,Uniqlo,Fashion,Clothing,Uniqlo Ultra Stretch Jeans - In research food require gas.,"Battery: 5000mAh, Processor: 5G",5859.45,Gray,True,True,10-day return,Morgan Ltd,3.9,https://images.flipkart.com/products/P11840.jpg,"Stylish, Durable, Fast Charging"
P11841,Realme C55,Realme,Electronics,Smartphone,Realme C55 - Federal similar election age health his page society line whether look.,"Battery: 128GB, Connectivity: Snapdragon",11459.86,Gray,False,False,30-day return,"Harvey, Frost and Fitzpatrick",4.3,https://images.flipkart.com/products/P11841.jpg,"New Launch, HD, Smart, Best Seller"
P11842,Samsung Galaxy A54,Samsung,Electronics,Smartphone,Samsung Galaxy A54 - Main sport reason exist require me care middle measure.,"Camera: 128GB, Processor: MediaTek",137618.77,Gold,True,False,30-day return,Brown-Nguyen,4.1,https://images.flipkart.com/products/P11842.jpg,"Best Seller, Durable, HD, 4K"
P11843,Nike Air Max 270,Nike,Fashion,Shoes,Nike Air Max 270 - Keep they challenge nor today stay air effort hospital kid.,"Display: 48MP, Connectivity: WiFi 6",1387.84,Gray,True,False,15-day return,Edwards Group,4.1,https://images.flipkart.com/products/P11843.jpg,"Smart, Best Seller"
P11844,Pigeon Special Cooker,Pigeon,Home,Kitchen,Pigeon Special Cooker - Small common bad people top article down democratic.,"Storage: 6GB, Connectivity: 5G",23111.67,Blue,True,False,10-day return,Lindsey-Jordan,4.3,https://images.flipkart.com/products/P11844.jpg,"New Launch, Fast Charging, Eco-Friendly, Trending"
P11845,IKEA HEMNES Bookcase,IKEA,Home,Furniture,IKEA HEMNES Bookcase - Game treat director house with.,"RAM: 6GB, Connectivity: Android 13",3677.17,Blue,False,False,10-day return,Hill-Moore,3.5,https://images.flipkart.com/products/P11845.jpg,"Smart, New Launch, Eco-Friendly, Wireless"
P11846,Lenovo ThinkPad E14,Lenovo,Electronics,Laptop,Lenovo ThinkPad E14 - Management house crime read.,"RAM: 48MP, Processor: WiFi 6",175783.41,Blue,True,False,15-day return,"Phillips, Hoffman and Oconnor",4.2,https://images.flipkart.com/products/P11846.jpg,"Smart, Waterproof, Trending, Durable"
P11847,IKEA HEMNES Bookcase,IKEA,Home,Furniture,IKEA HEMNES Bookcase - Walk air plant success still chance official professor glass buy.,"Battery: 6GB, Connectivity: WiFi 6",22601.62,White,False,True,30-day return,"Weber, Prince and Woods",4.0,https://images.flipkart.com/products/P11847.jpg,"Stylish, Waterproof, New Launch, Trending"
P11848,Allen Solly Chinos,Allen Solly,Fashion,Clothing,Allen Solly Chinos - Loss perform bring past three series.,"Display: 6GB, Connectivity: 5G",10989.73,Silver,True,True,15-day return,"Clark, Riley and Bridges",4.7,https://images.flipkart.com/products/P11848.jpg,"Smart, Lightweight"
P11849,Reebok Classic Leather,Reebok,Fashion,Shoes,Reebok Classic Leather - Project put election discuss education staff player democratic hotel interest.,"Storage: 48MP, OS: MediaTek",14803.0,Silver,False,True,30-day return,"Potts, Hatfield and Jensen",4.4,https://images.flipkart.com/products/P11849.jpg,"Fast Charging, New Launch, Wireless, Lightweight"
P11850,Vivo V27,Vivo,Electronics,Smartphone,Vivo V27 - Standard prevent number tend receive theory wear room.,"Storage: 6.5 inch, Connectivity: Snapdragon",31850.04,Gray,False,False,10-day return,"Miller, Fowler and Harper",4.1,https://images.flipkart.com/products/P11850.jpg,"Waterproof, Eco-Friendly"
P11851,Nivea Soft Moisturizer,Nivea,Beauty,Skincare,Nivea Soft Moisturizer - Job especially couple loss edge customer fast imagine want yet.,"RAM: 128GB, Processor: WiFi 6",17612.06,Black,True,False,10-day return,Gardner-Farmer,4.1,https://images.flipkart.com/products/P11851.jpg,"Premium, Smart"
P11852,HP Omen 16,HP,Electronics,Laptop,HP Omen 16 - Back skill subject about others his toward forget economic.,"Display: 6.5 inch, Connectivity: WiFi 6",65518.93,Green,False,False,30-day return,"Moon, Bell and Sanders",4.8,https://images.flipkart.com/products/P11852.jpg,"HD, Waterproof"
P11853,boAt Rockerz 450,boAt,Electronics,Headphones,boAt Rockerz 450 - Simply exist red too year bring part learn lead accept.,"Display: 256GB, Processor: 5G",10157.66,Green,False,False,7-day return,Harris-Jordan,4.7,https://images.flipkart.com/products/P11853.jpg,"HD, Trending, Premium"
P11854,H&M Oversized Hoodie,H&M,Fashion,Clothing,H&M Oversized Hoodie - State Congress least treatment watch.,"Battery: 48MP, OS: WiFi 6",12560.44,Blue,True,True,7-day return,Thompson Ltd,4.9,https://images.flipkart.com/products/P11854.jpg,"Trending, Fast Charging, Durable"
P11855,H&M Skinny Jeans,H&M,Fashion,Clothing,H&M Skinny Jeans - Manager important issue should already home.,"Display: 8GB, Connectivity: MediaTek",5000.48,Rose Gold,False,False,10-day return,Martinez-Mcdonald,5.0,https://images.flipkart.com/products/P11855.jpg,"Durable, Fast Charging, 4K"
P11856,Samsung Galaxy S24,Samsung,Electronics,Smartphone,Samsung Galaxy S24 - Pull trip star billion name.,"RAM: 5000mAh, Connectivity: WiFi 6",107228.62,Black,False,True,7-day return,"Anderson, Jones and Gardner",4.0,https://images.flipkart.com/products/P11856.jpg,"Stylish, Best Seller, Smart, Waterproof"
P11857,Oppo Reno 8T,Oppo,Electronics,Smartphone,Oppo Reno 8T - Do benefit offer country memory measure late.,"RAM: 6.5 inch, OS: Android 13",18840.52,Blue,False,True,30-day return,Roy-Wyatt,4.9,https://images.flipkart.com/products/P11857.jpg,"Trending, Smart"
P11858,"Samsung QLED 65""",Samsung,Electronics,TV,"Samsung QLED 65"" - Use evidence trial public cause.","Display: 256GB, Connectivity: MediaTek",123695.99,Red,True,True,7-day return,Mcneil-King,3.6,https://images.flipkart.com/products/P11858.jpg,"Lightweight, Smart"
P11859,Hawkins Miss Mary Cooker,Hawkins,Home,Kitchen,Hawkins Miss Mary Cooker - Pm we choice wonder hard remain shake blue.,"Camera: 8GB, Processor: 5G",11195.51,White,True,False,7-day return,Petersen-Lucas,3.8,https://images.flipkart.com/products/P11859.jpg,"HD, Waterproof, Trending, 4K"
P11860,Vivo V27,Vivo,Electronics,Smartphone,Vivo V27 - Present people unit if policy never purpose.,"Camera: 6.5 inch, Processor: 5G",43513.03,Purple,True,True,15-day return,Dougherty and Sons,4.6,https://images.flipkart.com/products/P11860.jpg,"Eco-Friendly, Stylish, Best Seller, Wireless"
P11861,"MI P1 65""",MI,Electronics,TV,"MI P1 65"" - Majority power like personal indicate gun suddenly certainly car land.","Battery: 8GB, Connectivity: WiFi 6",22048.77,White,True,True,30-day return,Hudson Ltd,4.3,https://images.flipkart.com/products/P11861.jpg,"New Launch, Best Seller, Lightweight"
P11862,Noise Buds VS104,Noise,Electronics,Headphones,Noise Buds VS104 - Race stand west language gas white my thousand area change.,"Display: 48MP, OS: Snapdragon",43718.93,Red,True,True,7-day return,Rivera-Johnson,5.0,https://images.flipkart.com/products/P11862.jpg,"Premium, HD, Durable, Best Seller"
P11863,Samsung Galaxy A34,Samsung,Electronics,Smartphone,Samsung Galaxy A34 - Election inside audience huge around open community administration name.,"Battery: 256GB, Processor: 5G",80983.07,Rose Gold,False,True,7-day return,Norman-Vasquez,4.3,https://images.flipkart.com/products/P11863.jpg,"Trending, 4K"
P11864,HP Omen 16,HP,Electronics,Laptop,HP Omen 16 - Government feeling they say at.,"Camera: 8GB, OS: iOS 17",154685.91,Gray,True,True,30-day return,"Campbell, Johnson and Cruz",4.7,https://images.flipkart.com/products/P11864.jpg,"Eco-Friendly, Trending, Wireless"
P11865,Prestige Popular Tawa,Prestige,Home,Kitchen,Prestige Popular Tawa - Group enjoy argue region television woman crime rather cold.,"Battery: 256GB, Processor: WiFi 6",13363.11,Red,False,True,30-day return,Anderson PLC,4.3,https://images.flipkart.com/products/P11865.jpg,"Durable, Waterproof, Smart, Wireless"
P11866,Zara Slim Fit Jeans,Zara,Fashion,Clothing,Zara Slim Fit Jeans - Process financial move single finish actually contain bit many hair.,"Battery: 256GB, Processor: 5G",2804.27,Silver,False,False,30-day return,Johnson PLC,4.3,https://images.flipkart.com/products/P11866.jpg,"Premium, Smart, Lightweight, HD"
P11867,Levi's Trucker Jacket,Levi's,Fashion,Clothing,Levi's Trucker Jacket - Stock practice cover reflect forget such.,"Battery: 6GB, OS: Android 13",2950.62,Rose Gold,True,False,15-day return,Hernandez Group,4.4,https://images.flipkart.com/products/P11867.jpg,"Best Seller, Waterproof"
P11868,Mamaearth Rice Face Wash,Mamaearth,Beauty,Skincare,Mamaearth Rice Face Wash - Nice gas mission memory perform force fish report strong across.,"RAM: 8GB, OS: Android 13",15637.67,Gold,False,True,30-day return,"Calderon, Campbell and Barnes",4.0,https://images.flipkart.com/products/P11868.jpg,"New Launch, Eco-Friendly, Stylish, 4K"
P11869,Apple iPhone 15 Pro,Apple,Electronics,Smartphone,Apple iPhone 15 Pro - Bar glass actually own under a but dream get.,"Storage: 6.5 inch, OS: WiFi 6",91525.14,Gray,True,True,15-day return,"Watkins, Stewart and Graham",3.7,https://images.flipkart.com/products/P11869.jpg,"Wireless, Best Seller, Stylish"
P11870,Adidas Gazelle,Adidas,Fashion,Shoes,Adidas Gazelle - Born nation live class large art.,"Camera: 6.5 inch, Processor: 5G",1514.58,Blue,False,False,15-day return,"Howard, Johnson and Jones",4.7,https://images.flipkart.com/products/P11870.jpg,"Premium, Eco-Friendly, Wireless, Durable"
P11871,Dell Vostro 14,Dell,Electronics,Laptop,Dell Vostro 14 - Local quite hear leg attention occur personal.,"Camera: 256GB, Processor: Snapdragon",178416.37,Gray,True,True,10-day return,Sanchez-Blankenship,3.9,https://images.flipkart.com/products/P11871.jpg,"Trending, Durable, Fast Charging, Premium"
P11872,Levi's Trucker Jacket,Levi's,Fashion,Clothing,Levi's Trucker Jacket - Direction bill expert teach husband responsibility resource.,"Battery: 128GB, Connectivity: iOS 17",14890.06,Red,True,True,10-day return,Chavez Group,3.5,https://images.flipkart.com/products/P11872.jpg,"Trending, Fast Charging"
P11873,Adidas Ultraboost 23,Adidas,Fashion,Shoes,Adidas Ultraboost 23 - End house want network might PM black.,"RAM: 5000mAh, Connectivity: iOS 17",12616.39,Black,False,False,10-day return,Mckee-Waters,4.4,https://images.flipkart.com/products/P11873.jpg,"Stylish, Durable"
P11874,L'Oreal True Match Foundation,L'Oreal,Beauty,Cosmetics,L'Oreal True Match Foundation - Behavior development involve contain yard sell trade stage middle.,"Storage: 8GB, Processor: MediaTek",21304.36,Silver,True,True,7-day return,Shepherd-Durham,4.1,https://images.flipkart.com/products/P11874.jpg,"Smart, Best Seller"
P11875,Godrej Study Table,Godrej,Home,Furniture,Godrej Study Table - Size involve road world sure product daughter or population.,"RAM: 8GB, OS: MediaTek",22636.52,Silver,True,False,30-day return,Davis-Woods,4.0,https://images.flipkart.com/products/P11875.jpg,"Best Seller, Trending, Durable"
P11876,boAt Airdopes 141,boAt,Electronics,Headphones,boAt Airdopes 141 - Up hospital leave issue same public man.,"Display: 256GB, Connectivity: Snapdragon",40531.22,Green,False,False,15-day return,Morris Ltd,4.9,https://images.flipkart.com/products/P11876.jpg,"Best Seller, Eco-Friendly, 4K, Smart"
P11877,Bata Marie Claire,Bata,Fashion,Shoes,Bata Marie Claire - While leader official study citizen.,"Storage: 128GB, Connectivity: Android 13",4170.7,Gray,True,False,15-day return,"Hess, Young and Sandoval",4.6,https://images.flipkart.com/products/P11877.jpg,"Stylish, Durable, New Launch"
P11878,Lakme Eyeconic Kajal,Lakme,Beauty,Cosmetics,Lakme Eyeconic Kajal - Ten would recent court certainly affect from.,"Battery: 128GB, Connectivity: MediaTek",16723.18,Green,True,False,10-day return,"Williams, Barnes and Taylor",4.5,https://images.flipkart.com/products/P11878.jpg,"Durable, Premium, Stylish"
P11879,Asus TUF Gaming A15,Asus,Electronics,Laptop,Asus TUF Gaming A15 - Hold raise main service beautiful before body smile many.,"Battery: 8GB, OS: iOS 17",171077.97,Rose Gold,False,True,10-day return,Villarreal-Brown,3.5,https://images.flipkart.com/products/P11879.jpg,"Best Seller, Eco-Friendly, New Launch, Waterproof"
P11880,Hawkins Ventura Cooker,Hawkins,Home,Kitchen,Hawkins Ventura Cooker - Sea girl mean week bar letter.,"RAM: 6.5 inch, Connectivity: Android 13",6243.84,Silver,True,False,15-day return,"Jackson, Roberts and Davis",3.9,https://images.flipkart.com/products/P11880.jpg,"Stylish, Lightweight, Trending, Waterproof"
P11881,Pigeon Favourite Cooker,Pigeon,Home,Kitchen,Pigeon Favourite Cooker - Speech fall newspaper public reduce practice return.,"Display: 6GB, Connectivity: Android 13",8114.36,Black,False,True,10-day return,Smith-Medina,4.3,https://images.flipkart.com/products/P11881.jpg,"Eco-Friendly, Fast Charging, Trending"
P11882,Samsung Galaxy S24,Samsung,Electronics,Smartphone,Samsung Galaxy S24 - Near green pressure body spend rock.,"Battery: 8GB, OS: MediaTek",139720.75,Purple,True,True,30-day return,"Hill, Macdonald and Mills",4.2,https://images.flipkart.com/products/P11882.jpg,"Eco-Friendly, Fast Charging, Lightweight, Waterproof"
P11883,JBL Club Pro+,JBL,Electronics,Headphones,JBL Club Pro+ - Wish finally you consumer building every campaign finally professional member.,"RAM: 8GB, Connectivity: Snapdragon",4108.35,Blue,False,False,7-day return,Collins and Sons,4.0,https://images.flipkart.com/products/P11883.jpg,"Fast Charging, Trending, Best Seller, Durable"
P11884,Samsung Galaxy M14,Samsung,Electronics,Smartphone,Samsung Galaxy M14 - Task event land nation beyond.,"Display: 6GB, Connectivity: MediaTek",144927.68,White,False,True,15-day return,Reed and Sons,3.8,https://images.flipkart.com/products/P11884.jpg,"Fast Charging, Eco-Friendly"
P11885,L'Oreal True Match Foundation,L'Oreal,Beauty,Cosmetics,L'Oreal True Match Foundation - Standard age station machine management.,"Storage: 48MP, Processor: iOS 17",15586.93,Gray,True,True,7-day return,Hendrix-Ingram,3.7,https://images.flipkart.com/products/P11885.jpg,"Durable, Waterproof"
P11886,Mamaearth Vitamin C Serum,Mamaearth,Beauty,Skincare,Mamaearth Vitamin C Serum - Red left culture natural why nor against.,"Display: 48MP, Processor: iOS 17",9077.65,Gold,False,True,30-day return,Smith-Oneal,4.8,https://images.flipkart.com/products/P11886.jpg,"Fast Charging, Best Seller, Durable"
P11887,Puma RS-X,Puma,Fashion,Shoes,Puma RS-X - Compare skin eye feel soldier country.,"RAM: 6.5 inch, OS: iOS 17",3739.94,Red,False,False,15-day return,Sellers-Williams,4.0,https://images.flipkart.com/products/P11887.jpg,"4K, Durable"
P11888,Uniqlo Heattech T-Shirt,Uniqlo,Fashion,Clothing,Uniqlo Heattech T-Shirt - Forget artist term enjoy attack cultural none old draw cost.,"Camera: 48MP, Connectivity: Snapdragon",8976.7,Gray,True,True,30-day return,"Harris, Combs and Moore",4.5,https://images.flipkart.com/products/P11888.jpg,"Waterproof, New Launch, Best Seller"
P11889,Sony Bravia A80L OLED,Sony,Electronics,TV,Sony Bravia A80L OLED - Current theory court last threat.,"Battery: 5000mAh, Processor: iOS 17",53678.05,Blue,True,False,30-day return,Pratt-Schmidt,3.8,https://images.flipkart.com/products/P11889.jpg,"4K, Stylish, Wireless"
P11890,HP Pavilion x360,HP,Electronics,Laptop,HP Pavilion x360 - Interesting act piece alone start surface suggest view.,"Display: 48MP, OS: Android 13",193764.86,Blue,False,False,7-day return,Jackson-Roberson,3.8,https://images.flipkart.com/products/P11890.jpg,"Smart, Premium, 4K"
P11891,Hawkins Classic Cooker,Hawkins,Home,Kitchen,Hawkins Classic Cooker - Marriage player knowledge college real but end rest play.,"Camera: 48MP, Connectivity: iOS 17",9927.92,Black,True,False,10-day return,"King, Davis and Harper",3.6,https://images.flipkart.com/products/P11891.jpg,"HD, Smart, New Launch"
P11892,L'Oreal True Match Foundation,L'Oreal,Beauty,Cosmetics,L'Oreal True Match Foundation - Instead cell book support local data star live.,"RAM: 256GB, Connectivity: iOS 17",23537.42,Green,False,True,15-day return,Tucker and Sons,4.6,https://images.flipkart.com/products/P11892.jpg,"Premium, Fast Charging, Best Seller, Durable"
P11893,H&M Skinny Jeans,H&M,Fashion,Clothing,H&M Skinny Jeans - Federal book political TV interesting prove decide plan employee special.,"Storage: 5000mAh, Processor: MediaTek",14307.89,Red,False,True,7-day return,"Key, Butler and Perez",4.0,https://images.flipkart.com/products/P11893.jpg,"New Launch, Wireless, Durable"
P11894,boAt Rockerz 450,boAt,Electronics,Headphones,boAt Rockerz 450 - Over within computer war control.,"RAM: 8GB, OS: 5G",40979.6,Silver,False,False,7-day return,"Walls, Gordon and Avila",4.8,https://images.flipkart.com/products/P11894.jpg,"Premium, Fast Charging"
P11895,"MI X Series 55""",MI,Electronics,TV,"MI X Series 55"" - Mr kitchen white across brother.","Storage: 128GB, Processor: iOS 17",118116.39,Gray,False,False,30-day return,"Forbes, Smith and Patrick",3.8,https://images.flipkart.com/products/P11895.jpg,"Wireless, New Launch, Trending, Waterproof"
P11896,boAt Airdopes 141,boAt,Electronics,Headphones,boAt Airdopes 141 - Talk share edge statement wear.,"Display: 5000mAh, OS: MediaTek",44869.71,Rose Gold,True,False,10-day return,Thompson Inc,4.2,https://images.flipkart.com/products/P11896.jpg,"Waterproof, HD, Wireless, Smart"
P11897,Asus TUF Gaming A15,Asus,Electronics,Laptop,Asus TUF Gaming A15 - Plan body yeah wide city factor customer discuss relate peace.,"Battery: 6GB, Connectivity: WiFi 6",48224.52,Black,False,True,7-day return,Davis-Jones,4.9,https://images.flipkart.com/products/P11897.jpg,"Lightweight, Fast Charging, Stylish"
P11898,Adidas Ultraboost 23,Adidas,Fashion,Shoes,Adidas Ultraboost 23 - Arm draw reason us recently.,"Battery: 8GB, Processor: 5G",2117.37,Silver,True,True,7-day return,Fowler-Santiago,4.6,https://images.flipkart.com/products/P11898.jpg,"HD, Lightweight, Fast Charging"
P11899,Asus VivoBook 15,Asus,Electronics,Laptop,Asus VivoBook 15 - Professional source yourself give attention front instead find my.,"Camera: 6.5 inch, Processor: iOS 17",126424.02,White,False,False,10-day return,Casey-Scott,4.5,https://images.flipkart.com/products/P11899.jpg,"Best Seller, Eco-Friendly, Wireless"
P11900,Apple iPhone 13,Apple,Electronics,Smartphone,Apple iPhone 13 - Local game both case no activity expect together movement pattern.,"Storage: 6.5 inch, Connectivity: WiFi 6",81402.61,Black,False,False,15-day return,Abbott-Fowler,4.8,https://images.flipkart.com/products/P11900.jpg,"Lightweight, Trending, Wireless, Waterproof"
P11901,"Samsung Crystal 4K 55""",Samsung,Electronics,TV,"Samsung Crystal 4K 55"" - Reason million thousand visit lay certain art.","Display: 128GB, OS: Snapdragon",17950.4,Blue,True,True,30-day return,Sexton Inc,4.6,https://images.flipkart.com/products/P11901.jpg,"HD, Premium, Eco-Friendly, Best Seller"
P11902,OnePlus OnePlus Nord 3,OnePlus,Electronics,Smartphone,OnePlus OnePlus Nord 3 - Power participant fly consider toward old easy any fast magazine great.,"Display: 5000mAh, OS: Snapdragon",16845.25,Gray,False,False,30-day return,Mosley-Smith,3.6,https://images.flipkart.com/products/P11902.jpg,"Best Seller, Smart, 4K, New Launch"
P11903,L'Oreal Kajal Magique,L'Oreal,Beauty,Cosmetics,L'Oreal Kajal Magique - Improve happen citizen we yes.,"Storage: 128GB, OS: WiFi 6",17306.39,Gray,False,True,10-day return,Douglas Group,3.9,https://images.flipkart.com/products/P11903.jpg,"Premium, New Launch, Wireless"
