product_id,location,delivery_estimate,current_price,stock_status,offer_strength,rating,review_count
P12672,Jaipur,7 days,18065.8,In Stock,15% OFF,3.2,19115
P12673,Kolkata,4 days,9249.69,In Stock,40% OFF,3.4,35982
P12674,Ahmedabad,5 days,17803.2,In Stock,20% OFF,3.6,14594
P12675,Jaipur,4 days,16945.1,In Stock,15% OFF,3.0,15246
P12676,Jaipur,4 days,38859.55,In Stock,5% OFF,4.2,2662
P12677,Lucknow,3 days,21726.16,In Stock,No Offer,3.7,31051
P12678,Bangalore,2 days,37166.17,In Stock,30% OFF,4.5,27239
P12679,Lucknow,4 days,22473.74,Low Stock,15% OFF,4.9,33605
P12680,Hyderabad,3 days,4794.7,Out of Stock,25% OFF,4.9,23752
P12681,Mumbai,4 days,41587.07,In Stock,40% OFF,4.5,2544
P12682,Lucknow,6 days,13636.35,In Stock,10% OFF,4.8,41442
P12683,Ahmedabad,4 days,989.21,In Stock,10% OFF,4.0,43465
P12684,Bangalore,3 days,47960.46,In Stock,10% OFF,4.1,45122
P12685,Kolkata,6 days,7668.02,In Stock,10% OFF,3.8,21955
P12686,Ahmedabad,3 days,12198.33,Low Stock,15% OFF,4.2,26649
P12687,Lucknow,6 days,38927.92,In Stock,No Offer,4.0,13463
P12688,Delhi,7 days,159124.71,In Stock,15% OFF,4.6,6035
P12689,Jaipur,1 days,11379.26,In Stock,No Offer,3.5,44128
P12690,Ahmedabad,6 days,9809.66,In Stock,30% OFF,3.8,22281
P12691,Jaipur,2 days,47191.53,In Stock,No Offer,3.1,46129
P12692,Mumbai,1 days,7199.72,In Stock,25% OFF,4.6,11551
P12693,Ahmedabad,4 days,2599.97,In Stock,5% OFF,4.3,9172
P12694,Jaipur,5 days,14734.57,In Stock,20% OFF,3.9,10899
P12695,Bangalore,4 days,4361.02,Low Stock,20% OFF,4.2,35016
P12696,Mumbai,6 days,23119.49,Out of Stock,5% OFF,4.0,29517
P12697,Lucknow,3 days,102783.2,In Stock,50% OFF,4.2,34532
P12698,Delhi,2 days,3676.23,In Stock,20% OFF,4.6,24577
P12699,Pune,5 days,58273.51,In Stock,10% OFF,4.5,4816
P12700,Delhi,4 days,32343.45,In Stock,5% OFF,3.5,47719
P12701,Chennai,7 days,38823.08,In Stock,5% OFF,3.3,29008
P12702,Delhi,4 days,8727.49,In Stock,No Offer,3.2,47222
P12703,Pune,7 days,26502.23,Low Stock,30% OFF,4.4,28722
P12704,Delhi,2 days,286756.9,Out of Stock,25% OFF,3.0,3296
P12705,Chennai,7 days,59109.33,In Stock,No Offer,3.5,665
P12706,Hyderabad,1 days,12948.12,Out of Stock,5% OFF,3.4,43415
P12707,Pune,7 days,21921.24,In Stock,30% OFF,3.8,32125
P12708,Pune,3 days,55751.58,In Stock,20% OFF,4.8,35048
P12709,Ahmedabad,3 days,16286.57,In Stock,40% OFF,3.1,2372
P12710,Delhi,1 days,49811.9,In Stock,15% OFF,4.4,10674
P12711,Delhi,5 days,17633.46,In Stock,5% OFF,4.9,41324
P12712,Lucknow,7 days,17982.83,In Stock,No Offer,3.8,5867
P12713,Pune,3 days,18157.1,In Stock,15% OFF,3.3,845
P12714,Delhi,5 days,45278.42,In Stock,5% OFF,3.4,34087
P12715,Bangalore,7 days,7687.16,In Stock,10% OFF,4.5,26268
P12716,Mumbai,1 days,6510.31,In Stock,25% OFF,4.4,29399
P12717,Pune,2 days,96672.81,Low Stock,20% OFF,4.6,15681
P12718,Mumbai,5 days,17284.95,In Stock,30% OFF,3.9,6544
P12719,Jaipur,6 days,15741.41,In Stock,15% OFF,4.9,583
P12720,Kolkata,5 days,90146.23,In Stock,20% OFF,3.3,41228
P12721,Bangalore,5 days,135926.19,In Stock,20% OFF,3.7,37398
P12722,Delhi,4 days,22679.31,In Stock,15% OFF,4.1,43338
P12723,Ahmedabad,2 days,68385.7,Out of Stock,5% OFF,3.8,15581
P12724,Delhi,3 days,130203.88,In Stock,10% OFF,3.7,40201
P12725,Pune,2 days,39645.38,In Stock,20% OFF,4.1,35862
P12726,Lucknow,2 days,8650.07,Low Stock,15% OFF,3.2,24469
P12727,Ahmedabad,2 days,7753.68,In Stock,10% OFF,3.1,41239
P12728,Mumbai,2 days,8578.52,In Stock,5% OFF,4.7,18090
P12729,Delhi,4 days,61776.26,In Stock,5% OFF,4.0,20375
P12730,Mumbai,3 days,191605.01,Out of Stock,10% OFF,4.9,12409
P12731,Delhi,1 days,8228.31,In Stock,No Offer,3.6,24518
P12732,Ahmedabad,1 days,51452.0,In Stock,10% OFF,4.1,3778
P12733,Mumbai,6 days,3116.79,In Stock,25% OFF,3.1,37478
P12734,Pune,2 days,6228.29,In Stock,10% OFF,3.4,8190
P12735,Kolkata,6 days,95156.04,In Stock,5% OFF,3.1,11448
P12736,Jaipur,4 days,226824.86,Low Stock,No Offer,4.4,25056
P12737,Jaipur,3 days,175658.3,In Stock,25% OFF,4.9,13749
P12738,Ahmedabad,6 days,8124.71,In Stock,15% OFF,3.8,7049
P12739,Ahmedabad,3 days,146783.56,In Stock,40% OFF,4.8,26467
P12740,Hyderabad,5 days,3128.1,In Stock,20% OFF,3.8,18570
P12741,Mumbai,3 days,7075.82,In Stock,No Offer,4.3,24941
P12742,Bangalore,5 days,29694.35,In Stock,5% OFF,3.9,11081
P12743,Mumbai,6 days,10446.73,Out of Stock,No Offer,4.1,6891
P12744,Hyderabad,1 days,124394.83,In Stock,20% OFF,4.1,21007
P12745,Mumbai,7 days,612.67,In Stock,20% OFF,3.7,11953
P12746,Bangalore,6 days,5739.59,Low Stock,10% OFF,3.4,35902
P12747,Pune,3 days,1549.41,In Stock,5% OFF,3.8,32020
P12748,Jaipur,5 days,7031.14,Low Stock,10% OFF,3.8,36119
P12749,Ahmedabad,6 days,57136.89,Out of Stock,20% OFF,4.9,44587
P12750,Chennai,2 days,123950.4,In Stock,50% OFF,4.7,37150
P12751,Bangalore,4 days,18738.53,In Stock,No Offer,4.9,2248
P12752,Bangalore,2 days,127022.4,In Stock,15% OFF,3.8,1438
P12753,Mumbai,7 days,30098.68,In Stock,5% OFF,3.9,19820
P12754,Delhi,5 days,7365.03,Out of Stock,No Offer,4.2,2692
P12755,Hyderabad,2 days,24145.77,Low Stock,No Offer,4.0,33358
P12756,Ahmedabad,1 days,80917.83,Out of Stock,No Offer,4.6,42508
P12757,Mumbai,4 days,4410.05,Low Stock,20% OFF,4.4,41061
P12758,Hyderabad,2 days,12460.19,Out of Stock,No Offer,4.5,5549
P12759,Bangalore,4 days,76817.63,In Stock,5% OFF,4.7,22657
P12760,Bangalore,2 days,5342.82,Low Stock,40% OFF,3.9,12147
P12761,Ahmedabad,4 days,10613.77,Low Stock,10% OFF,4.3,3158
P12762,Lucknow,5 days,2551.32,In Stock,No Offer,4.0,36954
P12763,Ahmedabad,4 days,132668.41,In Stock,No Offer,4.1,34227
P12764,Pune,6 days,13782.07,In Stock,15% OFF,3.3,33680
P12765,Delhi,1 days,68993.98,In Stock,20% OFF,4.9,25312
P12766,Bangalore,4 days,187489.25,In Stock,20% OFF,4.7,8878
P12767,Kolkata,4 days,17168.04,In Stock,20% OFF,3.2,37719
P12768,Ahmedabad,3 days,5916.87,Out of Stock,15% OFF,3.1,28832
P12769,Kolkata,6 days,16529.25,In Stock,10% OFF,3.6,31196
P12770,Bangalore,6 days,4517.38,In Stock,25% OFF,3.7,17011
P12771,Kolkata,7 days,77996.32,In Stock,No Offer,4.8,36861
P12772,Mumbai,5 days,5514.02,In Stock,15% OFF,5.0,2653
P12773,Jaipur,5 days,79269.23,In Stock,5% OFF,3.9,40998
P12774,Kolkata,4 days,181480.63,In Stock,25% OFF,3.8,4845
P12775,Bangalore,3 days,1718.29,In Stock,10% OFF,3.4,11725
P12776,Jaipur,2 days,29484.55,In Stock,10% OFF,3.8,7532
P12777,Lucknow,2 days,12204.74,Low Stock,50% OFF,4.8,3381
P12778,Delhi,6 days,11137.54,In Stock,10% OFF,4.9,33436
P12779,Ahmedabad,1 days,55587.64,Out of Stock,15% OFF,4.0,44227
P12780,Ahmedabad,7 days,14022.01,In Stock,5% OFF,4.1,48851
P12781,Chennai,1 days,215719.41,Low Stock,No Offer,4.6,9034
P12782,Lucknow,1 days,3931.54,In Stock,5% OFF,3.1,17430
P12783,Jaipur,5 days,139472.28,In Stock,50% OFF,4.8,4702
P12784,Bangalore,5 days,46657.68,Low Stock,40% OFF,4.4,42086
P12785,Chennai,6 days,68158.46,In Stock,No Offer,3.1,29406
P12786,Chennai,7 days,152393.19,In Stock,5% OFF,4.8,20776
P12787,Delhi,7 days,43633.89,Out of Stock,20% OFF,3.0,8275
P12788,Ahmedabad,7 days,32160.67,In Stock,5% OFF,3.4,2664
P12789,Hyderabad,2 days,31302.58,In Stock,10% OFF,4.5,26019
P12790,Ahmedabad,5 days,83152.81,In Stock,15% OFF,4.9,33620
P12791,Jaipur,3 days,42564.6,Out of Stock,15% OFF,4.8,32483
P12792,Hyderabad,6 days,2465.74,In Stock,10% OFF,3.9,10423
P12793,Chennai,7 days,6157.43,In Stock,30% OFF,4.1,29923
P12794,Ahmedabad,3 days,10955.85,Low Stock,5% OFF,4.7,47281
P12795,Pune,6 days,2630.32,Low Stock,10% OFF,4.5,45625
P12796,Mumbai,2 days,19703.17,In Stock,30% OFF,4.9,7809
P12797,Mumbai,2 days,19360.01,In Stock,15% OFF,4.1,4135
P12798,Pune,1 days,7629.58,In Stock,25% OFF,4.0,24192
P12799,Ahmedabad,7 days,17135.16,In Stock,20% OFF,4.4,43495
P12800,Kolkata,3 days,231348.19,Low Stock,25% OFF,4.6,49527
P12801,Bangalore,1 days,19938.36,In Stock,5% OFF,4.5,41587
P12802,Jaipur,4 days,5682.32,In Stock,5% OFF,4.1,8055
P12803,Ahmedabad,6 days,49794.5,In Stock,10% OFF,3.6,5711
P12804,Pune,7 days,14426.52,Low Stock,15% OFF,5.0,31792
P12805,Ahmedabad,5 days,92779.73,In Stock,20% OFF,4.8,48224
P12806,Mumbai,7 days,19884.19,In Stock,5% OFF,4.0,15854
P12807,Mumbai,7 days,36666.73,In Stock,5% OFF,3.4,40669
P12808,Mumbai,1 days,67589.76,In Stock,5% OFF,4.6,29156
P12809,Mumbai,5 days,13830.71,Low Stock,15% OFF,4.7,16559
P12810,Pune,7 days,13620.91,In Stock,25% OFF,4.7,28496
P12811,Chennai,7 days,4634.58,In Stock,10% OFF,3.1,24660
P12812,Hyderabad,5 days,107333.94,In Stock,No Offer,4.4,26678
P12813,Ahmedabad,2 days,127180.95,In Stock,15% OFF,4.7,49677
P12814,Ahmedabad,5 days,78344.21,In Stock,10% OFF,3.9,29134
P12815,Bangalore,1 days,104268.17,In Stock,10% OFF,4.4,6057
P12816,Jaipur,3 days,21331.53,In Stock,15% OFF,3.9,17342
P12817,Pune,5 days,2408.52,Low Stock,25% OFF,4.6,45688
P12818,Chennai,1 days,4173.99,In Stock,No Offer,4.2,21145
P12819,Bangalore,3 days,56384.04,In Stock,50% OFF,4.3,26352
P12820,Delhi,3 days,62104.03,Low Stock,10% OFF,3.1,33536
P12821,Bangalore,6 days,16745.95,Out of Stock,10% OFF,4.2,31265
P12822,Delhi,4 days,2071.68,Out of Stock,No Offer,3.9,23852
P12823,Hyderabad,2 days,10800.08,Low Stock,15% OFF,3.4,36842
P12824,Mumbai,5 days,11271.84,In Stock,25% OFF,3.6,4005
P12825,Mumbai,5 days,92977.75,In Stock,20% OFF,3.2,2699
P12826,Pune,4 days,31171.47,Out of Stock,5% OFF,4.5,26537
P12827,Mumbai,2 days,76550.02,In Stock,25% OFF,3.4,20800
P12828,Lucknow,5 days,130761.33,In Stock,20% OFF,3.8,45278
P12829,Chennai,4 days,859.77,In Stock,25% OFF,3.2,11816
P12830,Jaipur,7 days,137238.98,In Stock,No Offer,3.3,18298
P12831,Delhi,3 days,17900.59,In Stock,5% OFF,3.7,21362
P12832,Chennai,6 days,83634.59,In Stock,15% OFF,4.0,23618
P12833,Delhi,3 days,17252.81,In Stock,30% OFF,3.9,6123
P12834,Bangalore,4 days,43025.6,In Stock,5% OFF,4.2,2025
P12835,Delhi,4 days,100580.5,Low Stock,20% OFF,4.6,4581
P12836,Lucknow,6 days,101943.69,In Stock,5% OFF,4.1,47362
P12837,Lucknow,6 days,1609.47,In Stock,50% OFF,4.4,9455
P12838,Bangalore,1 days,21998.47,In Stock,10% OFF,3.6,34257
P12839,Chennai,5 days,39486.63,In Stock,15% OFF,3.8,20387
P12840,Mumbai,2 days,26556.22,In Stock,15% OFF,3.1,38711
P12841,Lucknow,6 days,9180.61,In Stock,No Offer,4.7,14829
P12842,Pune,6 days,238032.81,In Stock,No Offer,4.8,3458
P12843,Mumbai,4 days,8860.84,Out of Stock,No Offer,4.0,1282
P12844,Delhi,3 days,2158.99,In Stock,15% OFF,3.1,40423
P12845,Ahmedabad,2 days,9837.43,In Stock,5% OFF,4.0,27439
P12846,Bangalore,7 days,169834.38,Low Stock,15% OFF,4.2,22503
P12847,Mumbai,6 days,13765.3,In Stock,10% OFF,5.0,39819
P12848,Jaipur,6 days,11225.32,In Stock,No Offer,3.7,14705
P12849,Pune,6 days,38060.01,In Stock,10% OFF,3.5,42241
P12850,Kolkata,7 days,7498.56,Low Stock,10% OFF,5.0,17652
P12851,Hyderabad,2 days,36435.37,In Stock,No Offer,3.9,24283
P12852,Ahmedabad,7 days,39869.76,In Stock,10% OFF,3.3,46072
P12853,Lucknow,1 days,168138.4,Out of Stock,50% OFF,3.8,3053
P12854,Lucknow,3 days,9206.81,In Stock,25% OFF,4.5,41187
P12855,Delhi,3 days,6501.25,In Stock,10% OFF,4.2,48375
P12856,Bangalore,2 days,187898.08,In Stock,15% OFF,4.5,15763
P12857,Pune,5 days,256694.01,In Stock,25% OFF,4.1,31086
P12858,Bangalore,6 days,18150.18,Low Stock,30% OFF,4.2,35256
P12859,Jaipur,1 days,10801.83,In Stock,No Offer,4.2,2537
P12860,Jaipur,2 days,81289.97,In Stock,30% OFF,4.2,10226
P12861,Mumbai,2 days,8970.65,Low Stock,15% OFF,3.0,10386
P12862,Bangalore,6 days,145268.35,In Stock,10% OFF,3.8,1516
P12863,Jaipur,6 days,3137.96,In Stock,20% OFF,4.0,31758
P12864,Hyderabad,3 days,53989.25,In Stock,20% OFF,4.0,16777
P12865,Delhi,7 days,58111.23,In Stock,10% OFF,4.8,44570
P12866,Chennai,5 days,27370.42,In Stock,50% OFF,3.7,350
P12867,Ahmedabad,6 days,6307.59,In Stock,No Offer,4.4,32353
P12868,Bangalore,4 days,37680.47,In Stock,No Offer,3.1,49923
P12869,Lucknow,4 days,127729.17,Out of Stock,30% OFF,4.1,3006
P12870,Lucknow,5 days,8954.18,In Stock,10% OFF,4.5,43893
P12871,Hyderabad,3 days,10001.06,In Stock,25% OFF,4.8,40898
P12872,Kolkata,7 days,42449.77,In Stock,20% OFF,4.6,2413
P12873,Pune,4 days,90763.35,In Stock,30% OFF,3.6,33607
P12874,Jaipur,7 days,46569.36,In Stock,15% OFF,3.3,4671
P12875,Mumbai,5 days,47248.26,In Stock,10% OFF,4.4,22977
P12876,Mumbai,3 days,28104.39,Low Stock,20% OFF,4.1,24228
P12877,Delhi,5 days,159551.71,In Stock,20% OFF,4.9,34911
P12878,Kolkata,7 days,9898.86,Low Stock,25% OFF,4.8,14029
P12879,Ahmedabad,2 days,136701.75,In Stock,50% OFF,3.7,34723
P12880,Ahmedabad,3 days,114115.25,Out of Stock,10% OFF,3.9,313
P12881,Delhi,5 days,22839.73,In Stock,10% OFF,4.1,36070
P12882,Mumbai,3 days,8093.39,In Stock,10% OFF,3.5,1303
P12883,Delhi,5 days,32180.24,Low Stock,20% OFF,3.8,10235
P12884,Pune,2 days,81798.76,In Stock,5% OFF,3.4,7858
P12885,Chennai,2 days,54096.56,Low Stock,30% OFF,3.4,39661
P12886,Mumbai,6 days,27166.09,In Stock,5% OFF,4.0,20102
P12887,Chennai,2 days,17520.63,In Stock,40% OFF,5.0,10626
P12888,Delhi,7 days,13629.39,In Stock,5% OFF,4.3,17164
P12889,Jaipur,4 days,6865.69,In Stock,5% OFF,4.1,11811
P12890,Lucknow,2 days,85322.79,In Stock,No Offer,4.6,6717
P12891,Jaipur,6 days,11146.77,Low Stock,10% OFF,4.6,41643
P12892,Pune,5 days,427.1,In Stock,5% OFF,4.0,20414
P12893,Chennai,7 days,19860.78,In Stock,25% OFF,4.4,7126
P12894,Mumbai,4 days,74456.88,In Stock,5% OFF,3.5,4198
P12895,Mumbai,6 days,2155.95,In Stock,No Offer,3.2,21887
P12896,Delhi,3 days,5732.09,In Stock,5% OFF,4.7,27499
P12897,Ahmedabad,4 days,11432.2,In Stock,5% OFF,3.7,22572
P12898,Ahmedabad,1 days,27860.48,In Stock,5% OFF,4.6,47835
P12899,Kolkata,3 days,101033.47,In Stock,10% OFF,3.9,42239
P12900,Chennai,1 days,20800.9,Low Stock,5% OFF,4.6,14774
P12901,Delhi,4 days,155939.33,Out of Stock,No Offer,3.9,13083
P12902,Hyderabad,4 days,8297.6,In Stock,15% OFF,4.9,24167
P12903,Ahmedabad,3 days,72218.69,In Stock,25% OFF,3.4,3433
P12904,Hyderabad,7 days,252320.64,In Stock,50% OFF,4.0,6432
P12905,Bangalore,7 days,2115.68,Low Stock,No Offer,4.2,37220
P12906,Ahmedabad,6 days,10836.97,In Stock,25% OFF,4.8,11097
P12907,Chennai,2 days,10625.03,In Stock,10% OFF,4.3,2964
P12908,Delhi,1 days,13704.81,In Stock,No Offer,4.3,19983
P12909,Delhi,3 days,19544.29,In Stock,5% OFF,3.1,44137
P12910,Jaipur,3 days,176363.19,In Stock,30% OFF,4.7,4710
P12911,Delhi,6 days,9507.41,In Stock,5% OFF,4.5,20954
P12912,Lucknow,7 days,25777.34,In Stock,5% OFF,3.7,35856
P12913,Bangalore,2 days,25733.76,Low Stock,20% OFF,4.5,24826
P12914,Ahmedabad,6 days,12260.38,Low Stock,15% OFF,4.0,45675
P12915,Chennai,7 days,37533.49,Low Stock,No Offer,4.5,46552
P12916,Jaipur,5 days,125863.36,In Stock,5% OFF,4.7,47968
P12917,Kolkata,7 days,21206.38,In Stock,15% OFF,4.8,49417
P12918,Ahmedabad,3 days,12032.48,In Stock,10% OFF,3.2,28353
P12919,Bangalore,6 days,67527.87,In Stock,15% OFF,3.8,24805
P12920,Chennai,3 days,40818.42,In Stock,No Offer,3.7,15814
P12921,Hyderabad,3 days,162406.46,In Stock,10% OFF,4.4,6688
P12922,Chennai,1 days,10318.85,In Stock,15% OFF,5.0,49432
P12923,Pune,3 days,40044.44,In Stock,10% OFF,4.8,44537
P12924,Jaipur,7 days,12556.86,Out of Stock,5% OFF,4.8,31192
P12925,Kolkata,4 days,1138.24,Low Stock,20% OFF,4.9,42262
P12926,Ahmedabad,2 days,181776.3,In Stock,30% OFF,4.4,19234
P12927,Ahmedabad,7 days,134660.87,In Stock,25% OFF,3.9,41725
P12928,Delhi,6 days,10279.54,In Stock,10% OFF,3.9,44388
P12929,Hyderabad,5 days,9080.07,In Stock,No Offer,3.4,44270
P12930,Jaipur,7 days,18909.86,Out of Stock,15% OFF,4.8,46676
P12931,Lucknow,1 days,177704.54,In Stock,20% OFF,3.4,11073
P12932,Kolkata,3 days,255870.14,In Stock,30% OFF,4.8,11183
P12933,Bangalore,5 days,190413.57,In Stock,No Offer,3.0,48714
P12934,Chennai,6 days,14568.32,In Stock,10% OFF,4.6,27025
P12935,Chennai,1 days,2939.13,In Stock,5% OFF,3.8,42979
P12936,Delhi,2 days,16552.01,In Stock,15% OFF,3.1,17997
P12937,Bangalore,1 days,161176.65,In Stock,10% OFF,4.4,17023
P12938,Pune,4 days,66371.38,Low Stock,15% OFF,4.5,31722
P12939,Ahmedabad,1 days,70364.94,In Stock,20% OFF,4.8,43670
P12940,Jaipur,5 days,162488.62,In Stock,No Offer,4.8,12725
P12941,Bangalore,4 days,19423.47,Out of Stock,20% OFF,4.4,47404
P12942,Kolkata,7 days,9765.01,In Stock,10% OFF,3.6,24966
P12943,Mumbai,5 days,108010.92,In Stock,No Offer,4.4,36244
P12944,Pune,4 days,84141.62,In Stock,15% OFF,3.9,21622
P12945,Hyderabad,2 days,20708.8,In Stock,5% OFF,4.6,14365
P12946,Ahmedabad,4 days,2259.83,Out of Stock,No Offer,5.0,32672
P12947,Mumbai,4 days,71470.15,Out of Stock,15% OFF,4.1,38783
P12948,Chennai,5 days,8004.43,In Stock,No Offer,4.3,33637
P12949,Delhi,6 days,16490.57,In Stock,No Offer,4.2,36128
P12950,Chennai,6 days,118619.09,In Stock,15% OFF,3.6,23670
P12951,Hyderabad,5 days,667.16,In Stock,5% OFF,3.4,21889
P12952,Delhi,2 days,37407.78,Low Stock,40% OFF,4.3,22563
P12953,Ahmedabad,5 days,3792.84,In Stock,20% OFF,4.3,11910
P12954,Pune,2 days,173195.18,Low Stock,10% OFF,3.1,18850
P12955,Hyderabad,3 days,46086.98,In Stock,20% OFF,4.6,42987
P12956,Mumbai,2 days,2240.34,In Stock,10% OFF,3.8,35151
P12957,Delhi,6 days,6468.16,Low Stock,10% OFF,3.3,31857
P12958,Mumbai,4 days,6732.38,Low Stock,5% OFF,4.9,11066
P12959,Pune,6 days,121686.58,In Stock,10% OFF,4.1,17894
P12960,Ahmedabad,3 days,13192.4,In Stock,25% OFF,3.1,16742
P12961,Ahmedabad,4 days,66716.52,In Stock,15% OFF,3.9,40391
P12962,Lucknow,6 days,5637.6,Low Stock,15% OFF,4.1,36753
P12963,Jaipur,5 days,1878.5,In Stock,10% OFF,4.9,9229
P12964,Jaipur,7 days,6599.36,In Stock,No Offer,4.3,43122
P12965,Jaipur,3 days,36697.25,In Stock,No Offer,4.7,33527
P12966,Delhi,2 days,174848.11,Low Stock,5% OFF,3.5,31000
P12967,Hyderabad,1 days,9853.14,In Stock,10% OFF,4.3,25888
P12968,Delhi,4 days,6471.5,Low Stock,5% OFF,4.6,322
P12969,Delhi,7 days,16079.19,Out of Stock,10% OFF,4.6,18080
P12970,Chennai,6 days,7117.81,In Stock,25% OFF,4.0,4516
P12971,Chennai,7 days,101366.67,In Stock,15% OFF,4.1,340
P12972,Kolkata,7 days,16365.42,Low Stock,10% OFF,4.9,24084
P12973,Kolkata,4 days,192201.77,Low Stock,30% OFF,3.5,4471
P12974,Delhi,4 days,34764.22,In Stock,25% OFF,4.5,40706
P12975,Kolkata,4 days,8994.14,In Stock,10% OFF,4.1,18312
P12976,Delhi,6 days,3974.47,Out of Stock,15% OFF,4.8,36206
P12977,Kolkata,3 days,48177.99,In Stock,5% OFF,4.6,38834
P12978,Kolkata,7 days,45634.91,In Stock,15% OFF,4.1,17152
P12979,Jaipur,7 days,114006.05,In Stock,No Offer,4.0,43362
P12980,Ahmedabad,1 days,4073.41,Low Stock,10% OFF,3.8,6205
P12981,Hyderabad,4 days,21780.01,In Stock,5% OFF,4.9,5573
P12982,Bangalore,6 days,9669.67,Low Stock,15% OFF,4.8,47179
P12983,Hyderabad,4 days,4642.29,In Stock,15% OFF,3.1,39639
P12984,Chennai,4 days,7315.29,Out of Stock,No Offer,3.7,4336
P12985,Delhi,7 days,8258.33,In Stock,10% OFF,3.6,34165
P12986,Mumbai,6 days,15052.49,In Stock,No Offer,3.7,9650
P12987,Bangalore,4 days,128578.67,Low Stock,10% OFF,4.1,17655
P12988,Jaipur,1 days,45632.99,Low Stock,30% OFF,3.2,35658
P12989,Jaipur,4 days,11836.27,In Stock,No Offer,4.6,29511
P12990,Pune,7 days,26155.31,In Stock,10% OFF,3.0,7145
P12991,Jaipur,2 days,14749.8,In Stock,15% OFF,4.4,8203
P12992,Mumbai,4 days,5851.17,Out of Stock,25% OFF,3.5,17945
P12993,Kolkata,5 days,14724.0,Low Stock,10% OFF,4.9,32552
P12994,Kolkata,7 days,6455.28,In Stock,10% OFF,3.2,36706
P12995,Hyderabad,6 days,124720.85,Low Stock,10% OFF,3.4,20184
P12996,Jaipur,5 days,23177.15,In Stock,No Offer,4.6,20748
P12997,Kolkata,1 days,97284.71,In Stock,50% OFF,4.1,25461
P12998,Lucknow,4 days,43672.38,In Stock,15% OFF,4.8,27739
P12999,Jaipur,2 days,44533.51,In Stock,15% OFF,4.5,19654
P13000,Mumbai,6 days,7829.16,In Stock,25% OFF,4.0,17867
P13001,Jaipur,4 days,35582.9,Low Stock,10% OFF,3.9,46444
P13002,Pune,6 days,5394.32,In Stock,No Offer,4.2,17086
P13003,Bangalore,3 days,41473.57,In Stock,25% OFF,4.6,42185
P13004,Jaipur,1 days,35055.86,In Stock,No Offer,3.3,38679
P13005,Jaipur,4 days,3501.08,In Stock,10% OFF,4.7,10996
P13006,Ahmedabad,6 days,19928.61,In Stock,10% OFF,3.4,43942
P13007,Mumbai,4 days,5218.98,In Stock,10% OFF,3.6,358
P13008,Mumbai,6 days,1073.68,In Stock,15% OFF,4.9,10833
P13009,Ahmedabad,7 days,102122.62,Low Stock,30% OFF,3.0,14243
P13010,Ahmedabad,5 days,29960.49,In Stock,40% OFF,3.0,13603
P13011,Pune,6 days,32996.17,Low Stock,No Offer,4.9,39994
P13012,Pune,3 days,11784.38,In Stock,25% OFF,3.6,3993
P13013,Lucknow,5 days,12363.29,In Stock,15% OFF,3.9,35461
P13014,Hyderabad,5 days,42963.62,Low Stock,10% OFF,3.4,47621
P13015,Mumbai,5 days,91977.87,In Stock,20% OFF,3.7,964
P13016,Lucknow,6 days,7305.22,Low Stock,15% OFF,4.5,25408
P13017,Bangalore,3 days,14648.07,Low Stock,25% OFF,4.0,13757
P13018,Kolkata,5 days,3238.74,In Stock,5% OFF,4.2,27942
P13019,Chennai,2 days,7811.42,Low Stock,10% OFF,3.3,46716
P13020,Ahmedabad,6 days,16854.43,In Stock,10% OFF,4.7,20763
P13021,Jaipur,5 days,7521.25,In Stock,25% OFF,4.4,12777
P13022,Bangalore,2 days,34064.24,In Stock,5% OFF,3.9,34097
P13023,Jaipur,6 days,104031.15,Low Stock,25% OFF,4.9,20221
P13024,Ahmedabad,6 days,115217.1,Low Stock,15% OFF,5.0,20428
P13025,Bangalore,2 days,11685.28,In Stock,5% OFF,3.7,30789
P13026,Bangalore,3 days,1497.4,In Stock,No Offer,4.7,40932
P13027,Mumbai,6 days,7836.0,In Stock,15% OFF,3.1,38375
P13028,Bangalore,1 days,817.3,In Stock,5% OFF,4.3,24065
P13029,Delhi,5 days,31780.65,In Stock,5% OFF,3.9,49278
P13030,Pune,4 days,36468.26,In Stock,10% OFF,4.0,11568
P13031,Kolkata,7 days,2530.46,In Stock,10% OFF,4.5,937
P13032,Hyderabad,2 days,100630.12,In Stock,5% OFF,3.6,19337
P13033,Bangalore,3 days,243879.2,In Stock,15% OFF,4.5,10415
P13034,Hyderabad,5 days,190449.13,In Stock,25% OFF,3.7,16308
P13035,Jaipur,5 days,358.44,Low Stock,25% OFF,5.0,32148
P13036,Lucknow,4 days,254542.37,In Stock,5% OFF,3.6,42543
P13037,Kolkata,7 days,7234.02,Low Stock,No Offer,4.1,41059
P13038,Lucknow,5 days,27636.7,In Stock,25% OFF,4.4,49413
P13039,Chennai,4 days,59138.02,In Stock,50% OFF,4.9,18569
P13040,Mumbai,1 days,3582.95,In Stock,50% OFF,3.6,11740
P13041,Bangalore,5 days,17908.02,Low Stock,No Offer,4.9,31267
P13042,Chennai,7 days,7750.42,In Stock,20% OFF,4.7,36609
P13043,Bangalore,7 days,21871.04,In Stock,30% OFF,3.7,36552
P13044,Chennai,6 days,5613.39,In Stock,20% OFF,5.0,31160
P13045,Kolkata,5 days,6376.4,In Stock,No Offer,3.9,24056
P13046,Ahmedabad,5 days,147780.09,Out of Stock,30% OFF,4.1,20276
P13047,Delhi,6 days,11475.82,In Stock,10% OFF,3.0,34894
