session_id,timestamp,query,clicked_product_id,purchased,location,event
S105463,2025-06-29 07:10:06,tv,P14545,True,Pune,click
S105464,2025-07-24 12:52:06,soy wh-1000xm5,P13950,False,Lucknow,purchase
S105464,2025-07-24 12:53:06,tv under 30000,P12901,False,Ahmedabad,view_details
S105464,2025-07-24 12:47:06,realme,P13424,False,Lucknow,search
S105464,2025-07-24 13:04:06,mi tv,P10933,False,Mumbai,click
S105465,2025-07-22 19:22:06,laptap,P12476,False,Pune,add_to_cart
S105465,2025-07-22 19:43:06,garmin foreruner,P14836,True,Kolkata,view_details
S105466,2025-07-01 20:42:06,samsung galay a54,,False,Ahmedabad,search
S105466,2025-07-01 21:09:06,lptop under 10000,,False,Lucknow,search
S105466,2025-07-01 20:58:06,full sleeve shirt,P13671,False,Pune,click
S105466,2025-07-01 21:10:06,puma rs-x,,False,Hyderabad,click
S105466,2025-07-01 20:57:06,laptop under 20000,P10315,False,Ahmedabad,click
S105466,2025-07-01 20:47:06,macbook air,,False,Ahmedabad,search
S105466,2025-07-01 21:00:06,snkrs below 5000,P11469,False,Ahmedabad,search
S105467,2025-06-29 00:34:06,levis,P14116,False,Delhi,wishlist
S105467,2025-06-29 00:05:06,lenovo thinkpad,,False,Hyderabad,search
S105467,2025-06-29 00:05:06,walet,,True,Hyderabad,add_to_cart
S105468,2025-07-19 07:03:06,ass vivobok,P12527,False,Kolkata,click
S105468,2025-07-19 07:11:06,mouse,P12873,False,Bangalore,click
S105468,2025-07-19 07:27:06,gaming mouse,P13096,False,Ahmedabad,search
S105469,2025-07-08 05:27:06,oneplus nord,P10059,False,Delhi,search
S105469,2025-07-08 05:22:06,gaming laptop,,True,Delhi,click
S105470,2025-06-30 01:40:06,leather strap watch,,False,Chennai,view_details
S105470,2025-06-30 01:37:06,lnovo thinkpad,P10692,True,Lucknow,search
S105471,2025-07-15 02:34:06,iphone 13,,False,Pune,click
S105471,2025-07-15 02:24:06,realme wtch,,False,Mumbai,purchase
S105471,2025-07-15 02:46:06,mobile under 20000,P12528,False,Kolkata,click
S105472,2025-07-02 03:30:06,formal shirt,P13977,False,Pune,search
S105472,2025-07-02 03:37:06,touchscreen laptop,P11167,False,Jaipur,search
S105472,2025-07-02 03:22:06,oled tv,P10669,False,Lucknow,click
S105472,2025-07-02 03:18:06,noise cancelling headphones,,False,Delhi,search
S105472,2025-07-02 03:35:06,adidas ultraboost,P10447,False,Kolkata,click
S105472,2025-07-02 03:26:06,sneakers,P12222,True,Ahmedabad,view_details
S105473,2025-07-08 13:10:06,watch below 5000,P11576,False,Chennai,compare
S105473,2025-07-08 13:22:06,mobil under 20000,P13348,False,Bangalore,search
S105473,2025-07-08 13:03:06,asus vivobook,P10199,True,Chennai,click
S105474,2025-07-12 11:02:06,zarra,P12375,True,Ahmedabad,search
S105475,2025-07-17 00:00:06,oppo reno 10,P11625,False,Bangalore,search
S105475,2025-07-17 00:29:06,vvo,P14965,False,Delhi,add_to_cart
S105476,2025-07-14 00:48:06,realme wtch,P12432,True,Ahmedabad,search
S105477,2025-07-19 15:34:06,leather strap watch,P12189,False,Hyderabad,search
S105477,2025-07-19 15:38:06,sony,,False,Mumbai,click
S105478,2025-07-12 07:59:06,lenovo thinkpad,P14670,False,Mumbai,view_details
S105478,2025-07-12 08:10:06,phone above 10000,P13981,False,Mumbai,search
S105478,2025-07-12 07:43:06,shoes undr 5000,,False,Kolkata,search
S105478,2025-07-12 07:47:06,tv below 5000,P13084,False,Pune,view_details
S105478,2025-07-12 07:49:06,sneakers between 10000 and 20000,P11532,False,Hyderabad,purchase
S105478,2025-07-12 08:01:06,earbuds below 10000,P13102,False,Hyderabad,view_details
S105479,2025-07-10 20:52:06,laptop abov 20000,P12696,False,Jaipur,click
S105479,2025-07-10 20:54:06,realmi,P14685,False,Mumbai,add_to_cart
S105479,2025-07-10 20:52:06,apple,P12307,True,Hyderabad,view_details
S105480,2025-06-30 23:41:06,formal shirt,,False,Lucknow,search
S105480,2025-07-01 00:03:06,boat,,False,Delhi,click
S105480,2025-06-30 23:39:06,sports shoes,,False,Hyderabad,click
S105481,2025-07-18 19:40:06,headphones,P14712,False,Kolkata,click
S105481,2025-07-18 19:42:06,adidas ultraboost,P12166,False,Hyderabad,view_details
S105482,2025-07-27 17:59:06,sneakers,P14202,False,Chennai,search
S105482,2025-07-27 17:46:06,nkie,P14119,False,Chennai,view_details
S105482,2025-07-27 17:45:06,16gb ram laptop,P10905,False,Mumbai,click
S105483,2025-07-19 16:02:06,iphone 14,,False,Hyderabad,search
S105483,2025-07-19 16:04:06,digital watch,,False,Ahmedabad,compare
S105483,2025-07-19 15:42:06,oneplus 11,P12688,False,Kolkata,click
S105484,2025-07-06 03:53:06,ssd laptop,P12609,False,Bangalore,add_to_cart
S105484,2025-07-06 03:54:06,laptop below 10000,P12492,False,Delhi,add_to_cart
S105484,2025-07-06 03:55:06,analog watch,P14920,True,Delhi,add_to_cart
S105485,2025-06-29 13:48:06,h p,,False,Hyderabad,click
S105485,2025-06-29 14:06:06,blutooth headphones,,False,Hyderabad,view_details
S105486,2025-06-28 01:22:06,bg,,False,Ahmedabad,click
S105486,2025-06-28 01:38:06,samsung galaxy watch,P12793,False,Chennai,search
S105486,2025-06-28 01:28:06,noise cancelling headphones,P10764,False,Hyderabad,search
S105487,2025-07-11 23:52:06,earbuds,P11106,False,Kolkata,search
S105487,2025-07-12 00:10:06,55 inch tv,P13470,False,Lucknow,purchase
S105487,2025-07-11 23:49:06,watch undr 15000,P10137,True,Bangalore,click
S105488,2025-07-07 11:07:06,realme 11 pro,,False,Hyderabad,click
S105488,2025-07-07 11:01:06,55 inch tv,,False,Chennai,search
S105488,2025-07-07 10:58:06,computer under 30000,P10039,True,Ahmedabad,search
S105489,2025-07-15 06:57:06,zara,P12071,False,Hyderabad,search
S105489,2025-07-15 06:59:06,mobil under 5000,P12531,False,Hyderabad,view_details
S105489,2025-07-15 07:17:06,acer aspire,,False,Kolkata,view_details
S105490,2025-07-03 00:54:06,snkrs above 10000,P11556,False,Hyderabad,add_to_cart
S105490,2025-07-03 00:56:06,55 inch tv,,False,Delhi,wishlist
S105490,2025-07-03 00:51:06,lenovo thnkpad,,False,Lucknow,add_to_cart
S105490,2025-07-03 00:53:06,lptop between 10000 and 20000,P10750,False,Ahmedabad,view_details
S105490,2025-07-03 00:56:06,realme wacth,P12740,False,Lucknow,click
S105491,2025-07-15 21:44:06,sony wh-1000xm5,P11674,False,Hyderabad,wishlist
S105491,2025-07-15 21:29:06,nike air max,P11452,False,Pune,click
S105491,2025-07-15 21:51:06,shoes below 20000,P14113,False,Ahmedabad,click
S105491,2025-07-15 21:49:06,jbl,P10304,False,Jaipur,search
S105491,2025-07-15 21:51:06,t shirt,P12084,True,Jaipur,search
S105492,2025-07-14 04:40:06,soney,P13555,False,Chennai,view_details
S105492,2025-07-14 04:35:06,iphone 14,P13623,False,Hyderabad,add_to_cart
S105492,2025-07-14 04:38:06,watch below 10000,P13327,False,Jaipur,wishlist
S105493,2025-07-05 16:39:06,lptop under 10000,,False,Lucknow,add_to_cart
S105493,2025-07-05 16:53:06,computr between 10000 and 20000,P13359,False,Chennai,search
S105493,2025-07-05 17:00:06,bluetooth headphones,,False,Bangalore,search
S105493,2025-07-05 17:02:06,airpods pro,P13509,False,Jaipur,purchase
S105493,2025-07-05 17:05:06,digital watch,P11506,False,Chennai,compare
S105493,2025-07-05 16:45:06,hp victus,,False,Lucknow,click
S105494,2025-07-11 10:24:06,tv below 5000,P14833,False,Mumbai,add_to_cart
S105494,2025-07-11 10:02:06,samsung galaxy watch,,False,Bangalore,search
S105494,2025-07-11 10:16:06,cas,,False,Lucknow,search
S105494,2025-07-11 10:04:06,shoes undr 20000,P13766,False,Kolkata,click
S105495,2025-07-24 11:07:06,polo shirt,,False,Kolkata,search
S105495,2025-07-24 11:17:06,camra,P13088,True,Kolkata,purchase
S105496,2025-07-16 22:21:06,mobil between 10000 and 20000,P14457,False,Hyderabad,search
S105496,2025-07-16 22:00:06,wirels chargng phone,P10355,False,Mumbai,click
S105496,2025-07-16 22:10:06,hm,,False,Delhi,click
S105496,2025-07-16 22:07:06,earbuds under 30000,P13747,True,Ahmedabad,add_to_cart
S105497,2025-06-29 12:49:06,sneakers belo 5000,P10480,False,Ahmedabad,wishlist
S105497,2025-06-29 13:01:06,samsung galay a54,,False,Bangalore,search
S105497,2025-06-29 12:53:06,smartwach,P14423,True,Mumbai,search
S105498,2025-06-29 02:52:06,sony wh-100xm5,,False,Hyderabad,search
S105498,2025-06-29 03:00:06,earbuds under 15000,,True,Hyderabad,add_to_cart
S105499,2025-07-24 02:33:06,xiaomi redmi note 13,P12407,False,Pune,compare
S105499,2025-07-24 02:15:06,sneakrs,P11098,False,Bangalore,search
S105499,2025-07-24 02:42:06,gaming headphones,,False,Pune,click
S105499,2025-07-24 02:36:06,gamng headphones,P14485,True,Ahmedabad,purchase
S105500,2025-07-12 06:23:06,digital watch,P10004,False,Jaipur,click
S105500,2025-07-12 06:14:06,leather strap watch,P14189,True,Mumbai,click
S105501,2025-07-01 16:55:06,black jeans,P12286,False,Delhi,click
S105501,2025-07-01 17:05:06,tvx between 10000 and 20000,,False,Bangalore,search
S105501,2025-07-01 16:46:06,casual shoes,P12022,False,Kolkata,search
S105501,2025-07-01 16:47:06,adiads ultraboost,P11527,False,Bangalore,click
S105502,2025-07-05 06:07:06,nike,,False,Jaipur,search
S105503,2025-07-22 21:06:06,vvo,P10628,False,Bangalore,wishlist
S105503,2025-07-22 21:12:06,16gb ram laptop,P11736,False,Chennai,search
S105503,2025-07-22 21:30:06,gamng mouse,P12771,False,Chennai,click
S105503,2025-07-22 21:06:06,asus viobook,,False,Chennai,click
S105504,2025-07-11 01:30:06,55 inch tv,,False,Ahmedabad,search
S105505,2025-07-06 21:49:06,ssd laptop,P10481,False,Ahmedabad,wishlist
S105506,2025-07-10 06:41:06,straight fit jeans,P13140,False,Bangalore,compare
S105507,2025-07-02 19:35:06,sony,,False,Kolkata,search
S105507,2025-07-02 19:32:06,runing shoes,P14128,True,Ahmedabad,click
S105508,2025-07-10 13:17:06,hp,P12453,False,Hyderabad,wishlist
S105508,2025-07-10 12:56:06,ikea,P14136,False,Bangalore,click
S105509,2025-07-05 09:20:06,sony wh-1000xm5,P13465,False,Bangalore,view_details
S105509,2025-07-05 09:17:06,hp,P14037,False,Pune,search
S105510,2025-06-29 16:01:06,apple wacth,P10530,False,Bangalore,click
S105510,2025-06-29 16:05:06,earbuds below 20000,P13596,False,Lucknow,view_details
S105510,2025-06-29 15:50:06,oneplus nord,P11540,True,Jaipur,search
S105511,2025-07-10 05:06:06,fast chargng mobile,P10759,False,Hyderabad,view_details
S105511,2025-07-10 04:55:06,bluetooth headphones,P10871,False,Jaipur,search
S105511,2025-07-10 04:57:06,shoes undr 20000,P10415,False,Mumbai,search
S105511,2025-07-10 04:58:06,realme watch,P14684,False,Bangalore,add_to_cart
S105512,2025-07-10 12:13:06,watch undr 15000,P14169,False,Mumbai,compare
S105512,2025-07-10 12:17:06,analog watch,,False,Pune,view_details
S105512,2025-07-10 12:15:06,nkie,P14541,False,Ahmedabad,search
S105512,2025-07-10 12:32:06,shos between 10000 and 20000,P13555,False,Jaipur,click
S105512,2025-07-10 12:32:06,lenvo,P13049,False,Hyderabad,wishlist
S105512,2025-07-10 12:27:06,tv belo 5000,,True,Kolkata,search
S105513,2025-06-28 10:59:06,sports shoes,P10843,False,Pune,click
S105514,2025-07-21 04:14:06,speaker,P12223,False,Jaipur,wishlist
S105514,2025-07-21 04:13:06,shirt,P11693,True,Chennai,click
S105515,2025-07-24 21:13:06,shoes undr 20000,P11153,False,Jaipur,click
S105515,2025-07-24 21:09:06,lptop above 10000,P14465,False,Bangalore,wishlist
S105515,2025-07-24 21:20:06,blue jeans,P12991,False,Delhi,view_details
S105515,2025-07-24 21:13:06,jeans,P13410,False,Mumbai,click
S105515,2025-07-24 21:28:06,hdphons under 10000,,True,Mumbai,wishlist
S105516,2025-07-18 23:28:06,oneplus nord,P12070,False,Kolkata,click
S105516,2025-07-18 23:30:06,asus vivobook,,False,Lucknow,search
S105516,2025-07-18 23:34:06,running shoes,P11120,False,Jaipur,search
S105516,2025-07-18 23:36:06,oneplus 11,P12305,False,Bangalore,search
S105516,2025-07-18 23:31:06,snkrs below 10000,,False,Lucknow,search
S105517,2025-07-08 10:10:06,digital watch,P10439,False,Chennai,search
S105517,2025-07-08 10:14:06,ssd laptop,P10662,True,Mumbai,view_details
S105518,2025-07-10 22:01:06,led tv,P11030,False,Mumbai,search
S105518,2025-07-10 21:36:06,asus vivobook,,False,Lucknow,click
S105519,2025-07-02 14:11:06,onepls,P14824,False,Lucknow,view_details
S105520,2025-07-27 16:18:06,realme wtch,P11757,False,Bangalore,wishlist
S105520,2025-07-27 16:01:06,watch under 15000,P13552,False,Ahmedabad,add_to_cart
S105520,2025-07-27 15:59:06,oled tv,,False,Ahmedabad,click
S105520,2025-07-27 16:10:06,realme watch,P12622,False,Hyderabad,click
S105521,2025-07-03 03:27:06,led tv,P12763,False,Ahmedabad,add_to_cart
S105521,2025-07-03 03:30:06,boat,,False,Ahmedabad,click
S105521,2025-07-03 03:31:06,sports shoes,,False,Ahmedabad,view_details
S105521,2025-07-03 03:30:06,mobile between 10000 and 20000,P13912,False,Bangalore,view_details
S105521,2025-07-03 03:26:06,sneakers between 10000 and 20000,P13111,False,Mumbai,view_details
S105521,2025-07-03 03:22:06,skinny jeans,P12387,True,Mumbai,search
S105522,2025-07-14 18:25:06,laptop under 5000,,False,Pune,click
S105522,2025-07-14 18:36:06,oneplus nord,,False,Mumbai,purchase
S105522,2025-07-14 18:35:06,oled tv,P12638,False,Lucknow,add_to_cart
S105523,2025-07-02 23:57:06,dell xps 13,P13885,False,Pune,search
S105523,2025-07-02 23:39:06,hp victus,P11335,False,Hyderabad,click
S105523,2025-07-02 23:58:06,dell,,False,Delhi,search
S105523,2025-07-02 23:42:06,oled tv,P10639,False,Pune,search
S105523,2025-07-02 23:32:06,realme 11 pro,,True,Jaipur,search
S105524,2025-07-25 20:37:06,led tv,,False,Lucknow,search
S105524,2025-07-25 20:42:06,snkrs below 5000,,False,Delhi,click
S105525,2025-07-17 14:10:06,tvx under 50000,P12365,False,Mumbai,click
S105525,2025-07-17 13:59:06,jb,P12350,False,Mumbai,search
S105525,2025-07-17 14:12:06,oppo,P13991,False,Ahmedabad,search
S105525,2025-07-17 13:54:06,samsung 55 inch tv,,False,Mumbai,search
S105525,2025-07-17 13:57:06,acer aspire,,False,Pune,search
S105525,2025-07-17 13:59:06,iphone 13,,False,Pune,view_details
S105525,2025-07-17 13:53:06,notebook,P12227,True,Jaipur,add_to_cart
S105526,2025-07-24 09:40:06,laptop abov 20000,P13581,False,Delhi,click
S105526,2025-07-24 09:38:06,analog watch,P12994,False,Lucknow,view_details
S105526,2025-07-24 09:27:06,prestige,P12510,False,Ahmedabad,add_to_cart
S105526,2025-07-24 09:41:06,bta,P14938,False,Pune,add_to_cart
S105526,2025-07-24 09:35:06,shoes,P14481,False,Bangalore,add_to_cart
S105526,2025-07-24 09:27:06,xiomi,,True,Ahmedabad,view_details
S105527,2025-06-29 12:57:06,iphone 15,,False,Jaipur,view_details
S105527,2025-06-29 13:03:06,shoes under 15000,P10112,False,Chennai,add_to_cart
S105528,2025-07-02 09:27:06,notbook,P12195,False,Delhi,search
S105528,2025-07-02 09:47:06,mi tv,P11361,False,Lucknow,search
S105528,2025-07-02 09:37:06,gamng headphones,P11184,True,Kolkata,view_details
S105529,2025-06-28 00:49:06,realme 11 pro,,False,Chennai,view_details
S105529,2025-06-28 01:11:06,acer aspire,P13122,True,Pune,click
S105530,2025-07-23 01:08:06,snkrs below 5000,P11155,True,Chennai,view_details
S105531,2025-07-02 11:59:06,zarra,,False,Lucknow,search
S105531,2025-07-02 12:02:06,jbl,P12021,False,Lucknow,search
S105531,2025-07-02 12:17:06,mobile between 10000 and 20000,P10888,False,Bangalore,compare
S105531,2025-07-02 11:57:06,fast chargng mobile,,False,Jaipur,click
S105531,2025-07-02 12:02:06,sneakers above 20000,P13851,False,Mumbai,view_details
S105532,2025-06-30 15:08:06,wallet,,False,Pune,click
S105532,2025-06-30 15:07:06,xiaomi redmi note 13,P12218,False,Mumbai,view_details
S105532,2025-06-30 15:11:06,metal strap watch,P10536,False,Lucknow,click
S105532,2025-06-30 15:15:06,mobil phone,,False,Pune,search
S105532,2025-06-30 14:57:06,hdphons below 20000,P13433,False,Delhi,click
S105533,2025-07-21 03:15:06,h m,,False,Hyderabad,search
S105533,2025-07-21 03:03:06,bta,P14473,False,Bangalore,add_to_cart
S105533,2025-07-21 03:19:06,wach,P13648,True,Bangalore,click
S105534,2025-07-13 11:16:06,bg,,False,Bangalore,add_to_cart
S105534,2025-07-13 11:16:06,oled tv,,False,Hyderabad,click
S105534,2025-07-13 11:37:06,laptop below 10000,P10079,False,Mumbai,view_details
S105535,2025-07-23 06:52:06,vvo,P11376,False,Pune,search
S105535,2025-07-23 06:36:06,acer aspire,P12411,False,Hyderabad,add_to_cart
S105535,2025-07-23 06:39:06,black jeans,,False,Hyderabad,search
S105536,2025-07-17 12:03:06,gaming laptop,P11408,False,Jaipur,add_to_cart
S105536,2025-07-17 11:58:06,hm,P11623,False,Delhi,click
S105536,2025-07-17 11:57:06,keybord,,False,Mumbai,view_details
S105536,2025-07-17 12:06:06,mi tv,P11150,True,Ahmedabad,add_to_cart
S105537,2025-07-08 08:26:06,55 inch tv,P10011,False,Kolkata,search
S105537,2025-07-08 08:37:06,samsng,P11577,False,Kolkata,click
S105537,2025-07-08 08:39:06,xiaomi redmi note 13,,False,Delhi,wishlist
S105538,2025-07-20 03:07:06,ass rog,P14396,False,Ahmedabad,wishlist
S105539,2025-07-21 07:41:06,lg oled tv,P13485,False,Kolkata,click
S105539,2025-07-21 07:43:06,oneplus nord,P11183,False,Delhi,wishlist
S105539,2025-07-21 07:47:06,shoes undr 5000,P12165,False,Mumbai,view_details
S105539,2025-07-21 08:04:06,zarra,,False,Ahmedabad,view_details
S105539,2025-07-21 07:53:06,keyboard,P13548,False,Mumbai,view_details
S105539,2025-07-21 07:42:06,mouse,P13976,True,Jaipur,search
S105540,2025-07-12 16:23:06,adias ultraboost,P14436,False,Hyderabad,search
S105540,2025-07-12 16:31:06,fast chargng mobile,P11883,False,Mumbai,compare
S105540,2025-07-12 16:17:06,realme 11 pro,P14406,False,Bangalore,click
S105540,2025-07-12 16:23:06,smartphon,,True,Bangalore,compare
S105541,2025-07-08 22:13:06,headphones above 10000,P14289,True,Ahmedabad,click
S105542,2025-07-28 04:06:06,65 inch tv,P10206,False,Mumbai,search
S105542,2025-07-28 04:29:06,tablit,P13173,False,Jaipur,click
S105542,2025-07-28 04:09:06,sneakers under 20000,,True,Chennai,click
S105543,2025-07-15 07:03:06,sneakers under 20000,,False,Delhi,search
S105543,2025-07-15 06:55:06,leather strap watch,P10476,False,Chennai,search
S105544,2025-07-01 11:18:06,blue jeans,,False,Pune,search
S105544,2025-07-01 11:42:06,smartwatch,P10706,False,Pune,view_details
S105544,2025-07-01 11:33:06,tvx under 50000,P11757,False,Chennai,wishlist
S105545,2025-07-06 18:19:06,cas,,False,Chennai,search
S105545,2025-07-06 18:19:06,sneakers between 10000 and 20000,,False,Kolkata,wishlist
S105545,2025-07-06 18:04:06,xiaomi redmi note 13,P10169,False,Bangalore,search
S105545,2025-07-06 18:13:06,lg,P10040,False,Delhi,click
S105545,2025-07-06 18:25:06,prestig,P13995,True,Chennai,purchase
S105546,2025-07-16 02:12:06,earbuds under 30000,P13318,True,Chennai,add_to_cart
S105547,2025-07-21 19:52:06,leather strap watch,P10498,False,Lucknow,click
S105547,2025-07-21 19:53:06,sneakers below 10000,P14272,False,Lucknow,compare
S105548,2025-07-20 09:02:06,acer aspire,P11740,False,Delhi,compare
S105549,2025-07-14 01:27:06,sony wh-1000xm5,P13299,False,Delhi,click
S105549,2025-07-14 01:34:06,waterproof phone,P13639,False,Chennai,view_details
S105549,2025-07-14 01:28:06,tvx under 50000,P12079,False,Hyderabad,view_details
S105549,2025-07-14 01:25:06,tvx under 10000,P13095,False,Bangalore,search
S105549,2025-07-14 01:27:06,tv belo 5000,P10305,False,Kolkata,search
S105549,2025-07-14 01:42:06,realme 11 pro,P10631,True,Hyderabad,click
S105550,2025-06-28 03:24:06,laptop undr 20000,P11588,False,Delhi,view_details
S105550,2025-06-28 03:47:06,puma rs-x,P12330,False,Ahmedabad,search
S105550,2025-06-28 03:26:06,formal shirt,P12229,False,Ahmedabad,search
S105551,2025-07-14 09:47:06,realme 11 pro,P14139,False,Jaipur,search
S105551,2025-07-14 10:04:06,laptop,P11134,True,Chennai,search
S105552,2025-07-14 02:04:06,casual shoes,P13531,False,Ahmedabad,compare
S105553,2025-07-02 08:27:06,oneplus 11,,False,Jaipur,click
S105553,2025-07-02 08:39:06,asus rog,P11620,False,Ahmedabad,search
S105554,2025-07-25 01:20:06,shoes under 15000,P12368,False,Pune,view_details
S105555,2025-07-14 19:28:06,leather strap watch,P14356,False,Hyderabad,click
S105555,2025-07-14 19:39:06,macbook air,P12052,False,Bangalore,search
S105555,2025-07-14 19:27:06,iphone 14,P10433,False,Hyderabad,wishlist
S105555,2025-07-14 19:38:06,sneakers between 10000 and 20000,P13921,False,Pune,click
S105556,2025-07-14 23:02:06,prestig,,False,Hyderabad,search
S105556,2025-07-14 22:53:06,acer aspire,P14497,False,Chennai,click
S105556,2025-07-14 23:02:06,snkrs below 10000,,True,Hyderabad,compare
S105557,2025-06-27 15:00:06,leather strap watch,P10589,False,Mumbai,wishlist
S105557,2025-06-27 14:38:06,nike,,False,Chennai,search
S105557,2025-06-27 14:52:06,tablet,P10741,False,Chennai,click
S105557,2025-06-27 14:38:06,blutooth keyboard,P13510,False,Bangalore,search
S105558,2025-06-27 13:04:06,realme wacth,P13302,False,Bangalore,click
S105558,2025-06-27 13:09:06,mobile between 10000 and 20000,P13504,False,Lucknow,search
S105558,2025-06-27 13:08:06,tvx under 50000,,False,Mumbai,compare
S105558,2025-06-27 13:05:06,lenovo thnkpad,,True,Chennai,compare
S105559,2025-07-05 02:42:06,gamng headphones,P14996,False,Mumbai,view_details
S105559,2025-07-05 02:51:06,formal shirt,P12096,False,Kolkata,purchase
S105559,2025-07-05 02:31:06,55 inch tv,P10673,False,Delhi,add_to_cart
S105559,2025-07-05 02:31:06,dell xps 13,,True,Lucknow,search
S105560,2025-07-25 04:07:06,laptop abov 20000,P13396,True,Ahmedabad,click
S105561,2025-07-18 17:08:06,lnovo thinkpad,,False,Bangalore,click
S105561,2025-07-18 16:58:06,running shoes,,False,Lucknow,view_details
S105561,2025-07-18 16:54:06,casual shoes,P11888,False,Ahmedabad,add_to_cart
S105561,2025-07-18 17:09:06,samsung 55 inch tv,,False,Lucknow,compare
S105561,2025-07-18 16:48:06,airpos pro,P13726,True,Pune,click
S105562,2025-07-04 04:09:06,gaming mouse,P11527,False,Pune,search
S105562,2025-07-04 04:07:06,asus viobook,P13521,False,Jaipur,compare
S105562,2025-07-04 04:29:06,hp victus,P12733,False,Pune,click
S105562,2025-07-04 04:09:06,hoodie,P10025,False,Delhi,view_details
S105562,2025-07-04 04:23:06,mobile under 50000,P10964,True,Jaipur,view_details
S105563,2025-07-20 06:43:06,watch under 10000,P12109,False,Ahmedabad,search
S105563,2025-07-20 06:53:06,bluetooth headphones,,False,Hyderabad,compare
S105563,2025-07-20 06:56:06,tv belo 5000,P13060,False,Chennai,search
S105563,2025-07-20 06:47:06,laptop undr 20000,,False,Hyderabad,click
S105564,2025-07-16 13:22:06,gaming headphones,,True,Bangalore,search
S105565,2025-07-16 19:28:06,cas,P14956,False,Bangalore,view_details
S105565,2025-07-16 19:19:06,laptop abov 20000,P10920,False,Delhi,purchase
S105565,2025-07-16 19:35:06,oneplus 11,P12109,False,Ahmedabad,view_details
S105565,2025-07-16 19:39:06,keybord,P13345,False,Chennai,add_to_cart
S105566,2025-07-26 04:00:06,shoes belo 20000,P12298,False,Bangalore,click
S105566,2025-07-26 04:00:06,tv,,False,Bangalore,purchase
S105567,2025-07-06 07:27:06,sneakers belo 5000,P13250,False,Ahmedabad,compare
S105567,2025-07-06 07:26:06,airpods pro,P11884,False,Bangalore,click
S105568,2025-06-30 11:12:06,headphones under 15000,,False,Kolkata,click
S105568,2025-06-30 10:51:06,samsung galay a54,P10283,False,Pune,purchase
S105568,2025-06-30 11:09:06,ssd laptop,P11885,False,Mumbai,search
S105568,2025-06-30 10:53:06,leather strap watch,,False,Delhi,view_details
S105569,2025-07-11 18:40:06,jb,P14099,False,Kolkata,search
S105569,2025-07-11 18:37:06,l g,P11092,False,Chennai,search
S105569,2025-07-11 19:04:06,noise cancelling headphones,,False,Hyderabad,search
S105570,2025-07-03 10:44:06,oppo reno 10,P14162,False,Jaipur,purchase
S105570,2025-07-03 10:44:06,hoodi,P13193,False,Lucknow,view_details
S105570,2025-07-03 10:54:06,oneplus 11,,False,Pune,search
S105571,2025-07-05 07:20:06,shoes above 10000,P14584,False,Bangalore,view_details
S105571,2025-07-05 06:53:06,tv below 20000,,False,Delhi,search
S105572,2025-07-15 13:32:06,laptop,P12831,False,Bangalore,add_to_cart
S105572,2025-07-15 13:30:06,ikea,P11165,False,Chennai,add_to_cart
S105573,2025-07-25 10:56:06,mobil between 10000 and 20000,P14880,True,Ahmedabad,view_details
S105574,2025-07-10 07:19:06,jbl,,False,Mumbai,search
S105574,2025-07-10 07:16:06,soy wh-1000xm5,,True,Chennai,search
S105575,2025-07-21 14:40:06,samsung galaxy watch,P13753,False,Pune,add_to_cart
S105575,2025-07-21 14:50:06,laptop abov 20000,,False,Delhi,purchase
S105575,2025-07-21 14:33:06,shirt,P11758,False,Kolkata,search
S105576,2025-07-07 13:07:06,shirt,,False,Chennai,click
S105576,2025-07-07 13:01:06,mobile phone,P10003,True,Delhi,search
S105577,2025-07-26 11:10:06,hp victus,,False,Pune,click
S105577,2025-07-26 10:47:06,samsung galaxy s24,,False,Delhi,click
S105577,2025-07-26 11:08:06,h m,,False,Ahmedabad,search
S105578,2025-07-06 18:04:06,white shoes,P10179,False,Chennai,add_to_cart
S105578,2025-07-06 18:00:06,55 inch tv,P14638,False,Jaipur,click
S105578,2025-07-06 18:02:06,oppo reno 10,,False,Bangalore,wishlist
S105578,2025-07-06 17:57:06,hdphons below 20000,,False,Ahmedabad,view_details
S105578,2025-07-06 18:18:06,samsung galaxy s24,,False,Pune,search
S105578,2025-07-06 17:53:06,shoes under 15000,P11780,False,Chennai,view_details
S105578,2025-07-06 17:59:06,gamng headphones,P13407,True,Hyderabad,compare
S105579,2025-06-27 09:21:06,leather strap watch,P11154,False,Jaipur,add_to_cart
S105579,2025-06-27 09:24:06,adiads ultraboost,P12070,False,Pune,wishlist
S105579,2025-06-27 09:29:06,mobil between 10000 and 20000,P13456,False,Hyderabad,search
S105579,2025-06-27 09:07:06,full sleeve shirt,P12171,False,Bangalore,search
S105579,2025-06-27 09:05:06,shirt,P10952,False,Ahmedabad,wishlist
S105579,2025-06-27 09:12:06,gamng headphones,P14557,False,Bangalore,click
S105579,2025-06-27 09:26:06,smartwach,P11805,True,Pune,click
S105580,2025-07-22 03:30:06,apple watch,,False,Ahmedabad,search
S105580,2025-07-22 03:25:06,oneplus nord,,False,Jaipur,click
S105580,2025-07-22 03:23:06,16gb ram laptop,,False,Kolkata,search
S105580,2025-07-22 03:37:06,xiomi,P11075,False,Lucknow,click
S105581,2025-07-12 12:41:06,hp victus,,False,Chennai,click
S105581,2025-07-12 12:44:06,oled tv,,False,Lucknow,compare
