query_id,token,tag
Q001374,running,B-PRODUCT
Q001374,shoes,B-PRODUCT
Q001374,for,O
Q001374,flat,O
Q001374,feet,O
Q001374,women,O
Q001375,coffee,B-PRODUCT
Q001375,maker,B-PRODUCT
Q001375,single,O
Q001375,serve,O
Q001375,k-cup,O
Q001375,compatible,B-PRODUCT
Q001376,digital,B-FEATURE
Q001376,drawing,O
Q001376,tablet,B-PRODUCT
Q001376,without,O
Q001376,screen,B-PRODUCT
Q001377,cat,O
Q001377,tree,O
Q001377,for,O
Q001377,large,B-SIZE
Q001377,cats,O
Q001377,scratching,O
Q001377,post,O
Q001378,noise,B-PRODUCT
Q001378,machine,B-PRODUCT
Q001378,for,O
Q001378,sleeping,O
Q001378,baby,B-CATEGORY
Q001379,bamboo,O
Q001379,cutting,O
Q001379,board,O
Q001379,with,O
Q001379,juice,O
Q001379,groove,O
Q001380,best,O
Q001380,pressure,O
Q001380,washer,O
Q001380,for,O
Q001380,car,O
Q001380,detailing,O
Q001381,robot,B-PRODUCT
Q001381,vacuum,B-PRODUCT
Q001381,with,O
Q001381,mop,O
Q001381,feature,O
Q001382,standing,B-PRODUCT
Q001382,desk,I-PRODUCT
Q001382,converter,B-PRODUCT
Q001382,for,O
Q001382,laptop,B-PRODUCT
Q001383,durable,O
Q001383,luggage,B-PRODUCT
Q001383,set,I-PRODUCT
Q001383,carry-on,O
Q001384,bluetooth,B-PRODUCT
Q001384,speaker,B-PRODUCT
Q001384,with,O
Q001384,aux,O
Q001384,input,O
Q001385,weighted,O
Q001385,blanket,O
Q001385,for,O
Q001385,anxiety,O
Q001385,king,O
Q001385,size,O
Q001386,best,O
Q001386,air,B-PRODUCT
Q001386,purifier,B-PRODUCT
Q001386,for,O
Q001386,pet,B-CATEGORY
Q001386,allergies,O
Q001387,smart,B-FEATURE
Q001387,light,O
Q001387,switch,O
Q001387,dimmer,O
Q001387,compatible,B-PRODUCT
Q001388,recipe,O
Q001388,for,O
Q001388,healthy,O
Q001388,breakfast,O
Q001388,smoothie,O
Q001389,bluetooth,B-PRODUCT
Q001389,headphones,B-PRODUCT
Q001389,over,B-PRICE_INDICATOR
Q001389,ear,O
Q001389,noise,B-FEATURE
Q001389,cancelling,B-PRODUCT
Q001390,portable,B-SIZE
Q001390,car,O
Q001390,jump,O
Q001390,starter,O
Q001390,with,O
Q001390,air,O
Q001390,compressor,O
Q001391,ergonomic,B-FEATURE
Q001391,mouse,B-PRODUCT
Q001391,for,O
Q001391,carpal,O
Q001391,tunnel,O
Q001392,smart,B-FEATURE
Q001392,door,O
Q001392,lock,O
Q001392,with,O
Q001392,fingerprint,B-FEATURE
Q001393,vegan,O
Q001393,cookbook,O
Q001393,for,O
Q001393,beginners,O
Q001393,easy,O
Q001393,recipes,O
Q001394,portable,B-PRODUCT
Q001394,espresso,B-PRODUCT
Q001394,maker,B-PRODUCT
Q001394,travel,B-CATEGORY
Q001394,size,O
Q001395,sustainable,O
Q001395,fashion,B-CATEGORY
Q001395,brands,O
Q001395,women's,O
Q001395,clothing,B-CATEGORY
Q001396,best,O
Q001396,air,B-PRODUCT
Q001396,fryer,B-PRODUCT
Q001396,oven,O
Q001396,combo,O
Q001397,electric,B-PRODUCT
Q001397,bike,B-PRODUCT
Q001397,for,O
Q001397,commuting,O
Q001397,foldable,B-FEATURE
Q001398,home,B-CATEGORY
Q001398,security,B-PRODUCT
Q001398,system,O
Q001398,self,O
Q001398,monitoring,O
Q001399,portable,B-PRODUCT
Q001399,solar,B-FEATURE
Q001399,panel,B-PRODUCT
Q001399,charger,B-PRODUCT
Q001399,for,O
Q001399,camping,O
Q001400,best,O
Q001400,digital,B-PRODUCT
Q001400,camera,B-PRODUCT
Q001400,for,O
Q001400,vlogging,O
Q001401,non-toxic,O
Q001401,water,O
Q001401,bottles,O
Q001401,for,O
Q001401,kids,O
Q001401,stainless,B-MATERIAL
Q001401,steel,B-MATERIAL
Q001402,smart,B-PRODUCT
Q001402,scales,I-PRODUCT
Q001402,body,O
Q001402,fat,O
Q001402,analyzer,O
Q001403,yoga,B-PRODUCT
Q001403,clothes,O
Q001403,for,O
Q001403,women,O
Q001403,plus,O
Q001403,size,O
Q001404,best,O
Q001404,outdoor,B-CATEGORY
Q001404,grill,O
Q001404,propane,O
Q001404,blackstone,O
Q001405,cat,O
Q001405,food,B-PRODUCT
Q001405,for,O
Q001405,sensitive,O
Q001405,stomachs,O
Q001405,wet,O
Q001406,baby,B-CATEGORY
Q001406,car,B-PRODUCT
Q001406,seat,B-PRODUCT
Q001406,convertible,O
Q001406,recline,O
Q001407,best,O
Q001407,external,O
Q001407,hard,B-PRODUCT
Q001407,drive,B-PRODUCT
Q001407,for,O
Q001407,macbook,O
Q001407,pro,O
Q001408,portable,B-PRODUCT
Q001408,air,I-PRODUCT
Q001408,conditioner,O
Q001408,for,O
Q001408,small,B-SIZE
Q001408,room,O
Q001409,memory,B-FEATURE
Q001409,foam,O
Q001409,pillow,O
Q001409,for,O
Q001409,side,O
Q001409,sleepers,O
Q001410,electric,B-PRODUCT
Q001410,standing,B-PRODUCT
Q001410,desk,I-PRODUCT
Q001410,dual,B-FEATURE
Q001410,motor,O
Q001411,best,O
Q001411,robot,B-PRODUCT
Q001411,vacuum,B-PRODUCT
Q001411,for,O
Q001411,pet,B-CATEGORY
Q001411,hair,O
Q001411,hardwood,O
Q001411,floors,O
Q001412,smart,B-PRODUCT
Q001412,home,B-CATEGORY
Q001412,hub,O
Q001412,zigbee,O
Q001412,z-wave,O
Q001413,air,B-PRODUCT
Q001413,purifier,B-PRODUCT
Q001413,with,O
Q001413,hepa,O
Q001413,filter,B-PRODUCT
Q001413,large,B-SIZE
Q001413,room,O
Q001414,portable,B-SIZE
Q001414,car,O
Q001414,fridge,O
Q001414,freezer,O
Q001414,12v,O
Q001415,treadmill,O
Q001415,foldable,B-FEATURE
Q001415,compact,B-SIZE
Q001415,home,B-CATEGORY
Q001415,use,O
Q001416,best,O
Q001416,noise,B-FEATURE
Q001416,cancelling,B-PRODUCT
Q001416,earbuds,B-PRODUCT
Q001416,for,O
Q001416,small,B-SIZE
Q001416,ears,O
Q001417,outdoor,B-CATEGORY
Q001417,security,B-PRODUCT
Q001417,camera,B-PRODUCT
Q001417,wireless,B-PRODUCT
Q001417,battery,B-FEATURE
Q001417,operated,O
Q001418,espresso,B-PRODUCT
Q001418,machine,B-PRODUCT
Q001418,with,O
Q001418,grinder,O
Q001418,and,O
Q001418,milk,O
Q001418,frother,O
Q001419,non-toxic,O
Q001419,cookware,O
Q001419,set,O
Q001419,ceramic,B-MATERIAL
Q001420,electric,B-PRODUCT
Q001420,scooter,B-PRODUCT
Q001420,for,O
Q001420,adults,O
Q001420,long,O
Q001420,range,B-PRICE_INDICATOR
Q001421,baby,B-CATEGORY
Q001421,swing,O
Q001421,bouncer,O
Q001421,combo,O
Q001422,best,O
Q001422,gaming,B-PRODUCT
Q001422,chair,B-PRODUCT
Q001422,ergonomic,B-FEATURE
Q001422,office,B-CATEGORY
Q001423,portable,B-SIZE
Q001423,photo,O
Q001423,printer,O
Q001423,for,O
Q001423,iphone,O
Q001424,smart,B-PRODUCT
Q001424,water,I-PRODUCT
Q001424,bottle,B-PRODUCT
Q001424,with,O
Q001424,hydration,O
Q001424,tracking,B-PRODUCT
Q001425,smart,B-FEATURE
Q001425,light,O
Q001425,bulbs,O
Q001425,color,O
Q001425,changing,O
Q001425,e27,O
Q001426,portable,B-PRODUCT
Q001426,camping,I-PRODUCT
Q001426,stove,O
Q001426,propane,O
Q001427,best,O
Q001427,running,B-PRODUCT
Q001427,watch,B-PRODUCT
Q001427,with,O
Q001427,gps,B-FEATURE
Q001427,and,O
Q001427,heart,O
Q001427,rate,O
Q001428,dog,B-PRODUCT
Q001428,food,B-PRODUCT
Q001428,for,O
Q001428,sensitive,O
Q001428,stomachs,O
Q001428,large,B-SIZE
Q001428,breed,O
Q001429,best,O
Q001429,dishwasher,O
Q001429,quiet,O
Q001429,fingerprint,B-FEATURE
Q001429,resistant,O
Q001430,baby,B-PRODUCT
Q001430,stroller,B-PRODUCT
Q001430,lightweight,B-SIZE
Q001430,compact,B-SIZE
Q001430,fold,O
Q001431,smart,B-PRODUCT
Q001431,home,B-CATEGORY
Q001431,security,B-PRODUCT
Q001431,system,O
Q001431,no,O
Q001431,monthly,O
Q001431,fee,O
Q001432,best,O
Q001432,projector,B-PRODUCT
Q001432,for,O
Q001432,home,B-CATEGORY
Q001432,theater,O
Q001432,4k,B-FEATURE
Q001433,electric,O
Q001433,skateboard,O
Q001433,longboard,O
Q001434,smartwatch,B-PRODUCT
Q001434,for,O
Q001434,fitness,B-CATEGORY
Q001434,tracking,B-PRODUCT
Q001434,iphone,O
Q001434,compatible,B-PRODUCT
Q001435,portable,B-SIZE
Q001435,blender,B-PRODUCT
Q001435,for,O
Q001435,smoothies,O
Q001435,travel,B-CATEGORY
Q001436,best,O
Q001436,gaming,B-PRODUCT
Q001436,laptop,B-PRODUCT
Q001436,under,B-PRICE_INDICATOR
Q001436,$1500,O
Q001437,noise,B-FEATURE
Q001437,cancelling,B-PRODUCT
Q001437,headphones,B-PRODUCT
Q001437,for,O
Q001437,sleeping,O
Q001438,baby,B-CATEGORY
Q001438,carrier,O
Q001438,ergonomic,B-FEATURE
Q001438,newborn,O
Q001439,samsung,B-BRAND
Q001439,galaxy,O
Q001439,s24,O
Q001439,ultra,O
Q001439,price,B-PRICE_INDICATOR
Q001440,wooden,O
Q001440,dining,O
Q001440,table,O
Q001440,set,O
Q001440,6,O
Q001440,seater,O
Q001441,baby,B-CATEGORY
Q001441,clothes,O
Q001441,0-3,O
Q001441,months,O
Q001441,organic,B-PRODUCT
Q001441,cotton,B-PRODUCT
Q001442,sony,B-BRAND
Q001442,bravia,O
Q001442,65,O
Q001442,inch,O
Q001442,4k,B-FEATURE
Q001442,tv,B-PRODUCT
Q001443,air,B-PRODUCT
Q001443,fryer,B-PRODUCT
Q001443,recipes,O
Q001443,healthy,O
Q001444,coffee,B-PRODUCT
Q001444,machine,B-PRODUCT
Q001444,nespresso,O
Q001444,vertuo,O
Q001445,men's,O
Q001445,leather,B-PRODUCT
Q001445,wallet,B-PRODUCT
Q001445,rfid,O
Q001445,blocking,O
Q001446,kitchen,B-CATEGORY
Q001446,aid,O
Q001446,stand,O
Q001446,mixer,O
Q001446,attachments,O
Q001447,kids,B-PRODUCT
Q001447,bicycle,B-PRODUCT
Q001447,16,O
Q001447,inch,O
Q001447,for,O
Q001447,5,O
Q001447,year,O
Q001447,old,O
Q001448,cat,O
Q001448,litter,O
Q001448,scooper,O
Q001448,self,O
Q001448,cleaning,B-PRODUCT
Q001449,men's,O
Q001449,casual,O
Q001449,shirts,O
Q001449,long,O
Q001449,sleeve,O
Q001450,car,B-PRODUCT
Q001450,seat,B-PRODUCT
Q001450,for,O
Q001450,infant,O
Q001450,convertible,O
Q001451,smart,B-PRODUCT
Q001451,thermostat,B-PRODUCT
Q001451,google,O
Q001451,nest,B-BRAND
Q001452,electric,B-PRODUCT
Q001452,kettle,B-PRODUCT
Q001452,fast,O
Q001452,boil,O
Q001452,stainless,B-MATERIAL
Q001452,steel,B-MATERIAL
Q001453,pressure,B-PRODUCT
Q001453,cooker,B-PRODUCT
Q001453,instant,O
Q001453,pot,O
Q001453,8,O
Q001453,quart,O
Q001454,digital,B-PRODUCT
Q001454,camera,B-PRODUCT
Q001454,mirrorless,O
Q001454,sony,B-BRAND
Q001454,alpha,O
Q001455,portable,B-SIZE
Q001455,hard,B-PRODUCT
Q001455,drive,B-PRODUCT
Q001455,2tb,O
Q001455,ssd,B-FEATURE
Q001456,drone,B-PRODUCT
Q001456,with,O
Q001456,camera,B-PRODUCT
Q001456,4k,B-FEATURE
Q001456,for,O
Q001456,beginners,O
Q001457,protein,O
Q001457,powder,O
Q001457,whey,O
Q001457,isolate,O
Q001457,vanilla,O
Q001458,running,B-PRODUCT
Q001458,watch,B-PRODUCT
Q001458,garmin,B-BRAND
Q001458,forerunner,O
Q001459,coffee,B-PRODUCT
Q001459,table,O
Q001459,modern,O
Q001459,design,O
Q001460,wireless,B-PRODUCT
Q001460,mouse,B-PRODUCT
Q001460,gaming,B-PRODUCT
Q001460,logitech,O
Q001461,portable,B-SIZE
Q001461,charger,B-PRODUCT
Q001461,power,B-PRODUCT
Q001461,bank,B-PRODUCT
Q001461,20000mah,O
Q001462,projector,B-PRODUCT
Q001462,4k,B-FEATURE
Q001462,home,B-CATEGORY
Q001462,cinema,O
Q001463,gaming,B-PRODUCT
Q001463,chair,B-PRODUCT
Q001463,ergonomic,B-FEATURE
Q001463,leather,B-PRODUCT
Q001464,smart,B-PRODUCT
Q001464,doorbell,B-PRODUCT
Q001464,ring,B-BRAND
Q001464,video,O
Q001465,portable,B-SIZE
Q001465,laptop,B-PRODUCT
Q001465,stand,O
Q001465,adjustable,B-FEATURE
Q001466,portable,B-PRODUCT
Q001466,projector,B-PRODUCT
Q001466,small,B-SIZE
Q001467,smart,B-FEATURE
Q001467,coffee,B-PRODUCT
Q001467,maker,B-PRODUCT
Q001467,with,O
Q001467,grinder,O
Q001468,external,O
Q001468,ssd,B-FEATURE
Q001468,1tb,O
Q001468,samsung,B-BRAND
Q001469,robot,B-PRODUCT
Q001469,cleaner,B-PRODUCT
Q001469,for,O
Q001469,windows,B-FEATURE
Q001470,air,O
Q001470,humidifier,O
Q001470,for,O
Q001470,bedroom,O
Q001471,electric,B-PRODUCT
Q001471,toothbrush,B-PRODUCT
Q001471,oral,O
Q001471,b,I-PRODUCT
Q001471,io,O
Q001472,wireless,B-PRODUCT
Q001472,charger,B-PRODUCT
Q001472,iphone,O
Q001472,fast,O
Q001473,smart,B-PRODUCT
Q001473,water,I-PRODUCT
Q001473,bottle,B-PRODUCT
Q001473,with,O
Q001473,hydration,O
Q001473,tracker,O
Q001474,personal,O
Q001474,shredder,O
Q001474,paper,O
Q001475,home,B-CATEGORY
Q001475,weather,O
Q001475,station,O
Q001475,wireless,B-PRODUCT
Q001476,barcode,O
Q001476,scanner,O
Q001476,handheld,O
Q001476,wireless,B-PRODUCT
Q001477,smart,B-PRODUCT
Q001477,pet,B-CATEGORY
Q001477,feeder,B-PRODUCT
Q001477,automatic,B-FEATURE
Q001477,with,O
Q001477,camera,B-PRODUCT
Q001478,electric,B-PRODUCT
Q001478,bike,B-PRODUCT
Q001478,helmet,O
Q001478,with,O
Q001478,lights,O
Q001479,dog,O
Q001479,barking,O
Q001479,collar,O
Q001479,no,O
Q001479,shock,O
Q001480,portable,B-PRODUCT
Q001480,washing,B-PRODUCT
Q001480,machine,B-PRODUCT
Q001480,mini,B-SIZE
Q001481,meat,O
Q001481,thermometer,O
Q001481,bluetooth,B-PRODUCT
Q001481,smart,B-FEATURE
Q001482,door,O
Q001482,security,B-PRODUCT
Q001482,bar,O
Q001482,adjustable,B-FEATURE
Q001483,portable,B-PRODUCT
Q001483,speaker,B-PRODUCT
Q001483,waterproof,B-FEATURE
Q001483,outdoor,B-CATEGORY
Q001484,folding,O
Q001484,bike,B-PRODUCT
Q001484,lightweight,B-SIZE
Q001485,smart,B-FEATURE
Q001485,door,O
Q001485,lock,O
Q001485,fingerprint,B-FEATURE
Q001486,portable,B-SIZE
Q001486,clothes,O
Q001486,steamer,O
Q001486,travel,B-CATEGORY
Q001487,air,B-PRODUCT
Q001487,purifier,B-PRODUCT
Q001487,with,O
Q001487,uv,B-PRODUCT
Q001487,light,I-PRODUCT
Q001488,smartwatch,B-PRODUCT
Q001488,for,O
Q001488,kids,O
Q001488,gps,B-FEATURE
Q001488,tracker,O
Q001489,electric,O
Q001489,heated,O
Q001489,blanket,O
Q001489,queen,O
Q001489,size,O
Q001490,portable,B-SIZE
Q001490,mini,B-SIZE
Q001490,fridge,O
Q001490,for,O
Q001490,car,O
Q001491,smart,B-FEATURE
Q001491,toaster,O
Q001491,4,O
Q001491,slice,O
Q001492,wireless,B-PRODUCT
Q001492,security,B-PRODUCT
Q001492,camera,B-PRODUCT
Q001492,outdoor,B-CATEGORY
Q001492,solar,B-FEATURE
Q001493,organic,B-PRODUCT
Q001493,cotton,B-PRODUCT
Q001493,t-shirts,I-PRODUCT
Q001493,men,O
Q001494,espresso,B-PRODUCT
Q001494,machine,B-PRODUCT
Q001494,with,O
Q001494,grinder,O
Q001494,built-in,O
Q001495,running,B-PRODUCT
Q001495,shoes,B-PRODUCT
Q001495,women,O
Q001495,size,O
Q001495,7,O
Q001495,wide,O
Q001496,yoga,B-PRODUCT
Q001496,mat,B-PRODUCT
Q001496,non-slip,O
Q001496,eco,O
Q001496,friendly,O
Q001497,air,B-PRODUCT
Q001497,fryer,B-PRODUCT
Q001497,large,B-SIZE
Q001497,capacity,O
Q001497,digital,B-FEATURE
Q001498,dog,B-PRODUCT
Q001498,food,B-PRODUCT
Q001498,grain-free,O
Q001498,small,B-SIZE
Q001498,breed,O
Q001499,electric,B-PRODUCT
Q001499,toothbrush,B-PRODUCT
Q001499,sonicare,O
Q001499,replacement,O
Q001499,heads,O
Q001500,water,B-PRODUCT
Q001500,filter,B-PRODUCT
Q001500,pitcher,O
Q001500,bpa-free,O
Q001501,kids,O
Q001501,toys,B-CATEGORY
Q001501,educational,O
Q001501,age,O
Q001501,5-7,O
Q001502,bluetooth,B-PRODUCT
Q001502,speaker,B-PRODUCT
Q001502,waterproof,B-FEATURE
Q001502,portable,B-SIZE
Q001503,protein,O
Q001503,powder,O
Q001503,vanilla,O
Q001503,grass-fed,O
Q001504,garden,B-PRODUCT
Q001504,hose,B-PRODUCT
Q001504,expandable,O
Q001504,100ft,O
Q001505,smartwatch,B-PRODUCT
Q001505,fitness,B-PRODUCT
Q001505,tracker,I-PRODUCT
Q001505,heart,O
Q001505,rate,O
Q001506,electric,B-PRODUCT
Q001506,kettle,B-PRODUCT
Q001506,gooseneck,O
Q001506,temperature,O
Q001506,control,O
Q001507,backpack,B-PRODUCT
Q001507,travel,B-CATEGORY
Q001507,carry-on,O
Q001507,approved,O
Q001508,coffee,B-PRODUCT
Q001508,beans,O
Q001508,dark,O
Q001508,roast,O
Q001508,organic,B-PRODUCT
Q001509,blender,B-PRODUCT
Q001509,high,O
Q001509,power,B-PRODUCT
Q001509,smoothie,O
Q001509,maker,B-PRODUCT
Q001510,pressure,B-PRODUCT
Q001510,cooker,B-PRODUCT
Q001510,instant,O
Q001510,pot,O
Q001510,6qt,O
Q001511,robot,B-PRODUCT
Q001511,vacuum,B-PRODUCT
Q001511,cleaner,B-PRODUCT
Q001511,self-emptying,O
Q001512,portable,B-PRODUCT
Q001512,projector,B-PRODUCT
Q001512,mini,B-SIZE
Q001512,1080p,O
Q001513,digital,B-FEATURE
Q001513,drawing,O
Q001513,tablet,B-PRODUCT
Q001513,wacom,O
Q001513,intuos,O
Q001514,smart,B-PRODUCT
Q001514,thermostat,B-PRODUCT
Q001514,nest,B-BRAND
Q001514,ecobee,O
Q001515,camping,B-PRODUCT
Q001515,tent,B-PRODUCT
Q001515,4,O
Q001515,person,O
Q001515,lightweight,B-SIZE
Q001516,electric,B-PRODUCT
Q001516,bike,B-PRODUCT
Q001516,foldable,B-FEATURE
Q001516,urban,O
Q001517,grill,O
Q001517,gas,O
Q001517,propane,O
Q001517,4,O
Q001517,burner,O
Q001518,home,B-PRODUCT
Q001518,theatre,I-PRODUCT
Q001518,system,O
Q001518,soundbar,O
Q001518,subwoofer,O
Q001519,portable,B-SIZE
Q001519,power,B-PRODUCT
Q001519,station,O
Q001519,solar,B-FEATURE
Q001519,generator,O
Q001520,digital,B-PRODUCT
Q001520,camera,B-PRODUCT
Q001520,mirrorless,O
Q001520,4k,B-FEATURE
Q001521,smart,B-PRODUCT
Q001521,lock,I-PRODUCT
Q001521,keyless,O
Q001521,entry,O
Q001521,bluetooth,B-PRODUCT
Q001522,gaming,B-PRODUCT
Q001522,headset,B-PRODUCT
Q001522,wireless,B-PRODUCT
Q001522,noise,B-FEATURE
Q001522,cancelling,B-PRODUCT
Q001523,electric,O
Q001523,razor,O
Q001523,mens,O
Q001523,wet,O
Q001523,dry,O
Q001524,vacuum,B-PRODUCT
Q001524,cleaner,B-PRODUCT
Q001524,cordless,O
Q001524,stick,O
Q001525,electric,B-PRODUCT
Q001525,toothbrush,B-PRODUCT
Q001525,kids,O
Q001525,age,O
Q001525,6+,O
Q001526,smart,B-FEATURE
Q001526,light,O
Q001526,bulb,B-PRODUCT
Q001526,philips,B-BRAND
Q001526,hue,O
Q001527,external,O
Q001527,ssd,B-FEATURE
Q001527,drive,B-PRODUCT
Q001527,1tb,O
Q001527,usb,B-FEATURE
Q001527,c,O
Q001528,portable,B-SIZE
Q001528,car,O
Q001528,jump,O
Q001528,starter,O
Q001528,1000a,O
Q001529,luggage,B-PRODUCT
Q001529,set,I-PRODUCT
Q001529,hardshell,O
Q001529,spinner,O
Q001529,wheels,O
Q001530,solar,B-FEATURE
Q001530,panel,B-PRODUCT
Q001530,for,O
Q001530,home,B-CATEGORY
Q001530,use,O
Q001531,robot,B-PRODUCT
Q001531,dog,O
Q001531,toy,O
Q001531,interactive,O
Q001532,action,O
Q001532,camera,B-PRODUCT
Q001532,gopro,B-BRAND
Q001532,alternative,O
Q001533,electric,O
Q001533,blanket,O
Q001533,queen,O
Q001533,size,O
Q001533,heated,O
Q001534,electric,O
Q001534,pressure,O
Q001534,washer,O
Q001534,car,O
Q001534,cleaning,B-PRODUCT
Q001535,home,B-CATEGORY
Q001535,security,B-PRODUCT
Q001535,system,O
Q001535,wireless,B-PRODUCT
Q001535,diy,O
Q001536,smart,B-PRODUCT
Q001536,garden,B-PRODUCT
Q001536,indoor,O
Q001536,hydroponic,O
Q001537,portable,B-PRODUCT
Q001537,solar,B-FEATURE
Q001537,charger,B-PRODUCT
Q001537,phone,B-PRODUCT
Q001538,dash,O
Q001538,cam,O
Q001538,4k,B-FEATURE
Q001538,dual,B-FEATURE
Q001538,lens,O
Q001539,fitness,B-CATEGORY
Q001539,resistance,O
Q001539,bands,O
Q001539,set,O
Q001540,electric,B-PRODUCT
Q001540,toothbrush,B-PRODUCT
Q001540,oral,O
Q001540,b,I-PRODUCT
Q001540,charger,B-PRODUCT
Q001541,portable,B-PRODUCT
Q001541,speaker,B-PRODUCT
Q001541,jbl,B-BRAND
Q001541,charge,O
Q001542,kitchen,B-CATEGORY
Q001542,scale,B-PRODUCT
Q001542,digital,B-FEATURE
Q001542,food,B-PRODUCT
Q001543,handheld,O
Q001543,vacuum,B-PRODUCT
Q001543,cleaner,B-PRODUCT
Q001543,cordless,O
Q001544,electric,O
Q001544,griddle,O
Q001544,non-stick,O
Q001544,large,B-SIZE
Q001545,portable,B-SIZE
Q001545,fan,O
Q001545,rechargeable,B-FEATURE
Q001545,small,B-SIZE
Q001546,smart,B-FEATURE
Q001546,cat,O
Q001546,feeder,B-PRODUCT
Q001546,automatic,B-FEATURE
Q001547,indoor,O
Q001547,security,B-PRODUCT
Q001547,camera,B-PRODUCT
Q001547,wifi,B-FEATURE
Q001548,electric,O
Q001548,skillet,O
Q001548,with,O
Q001548,lid,O
Q001549,portable,B-SIZE
Q001549,keyboard,B-PRODUCT
Q001549,mouse,B-PRODUCT
Q001549,combo,O
Q001550,electric,B-PRODUCT
Q001550,toothbrush,B-PRODUCT
Q001550,philips,B-BRAND
Q001550,sonicare,O
Q001550,kids,O
Q001551,external,O
Q001551,graphics,B-PRODUCT
Q001551,card,B-FEATURE
Q001551,for,O
Q001551,laptop,B-PRODUCT
Q001552,electric,O
Q001552,pressure,B-PRODUCT
Q001552,cooker,B-PRODUCT
Q001552,instant,O
Q001552,pot,O
Q001552,duo,O
Q001553,robot,B-PRODUCT
Q001553,vacuum,B-PRODUCT
Q001553,cleaner,B-PRODUCT
Q001553,roomba,O
Q001553,s9,O
Q001554,portable,B-PRODUCT
Q001554,projector,B-PRODUCT
Q001554,4k,B-FEATURE
Q001554,short,O
Q001554,throw,O
Q001555,digital,B-FEATURE
Q001555,drawing,O
Q001555,tablet,B-PRODUCT
Q001555,xp-pen,O
Q001555,artist,O
Q001556,smart,B-PRODUCT
Q001556,thermostat,B-PRODUCT
Q001556,honeywell,O
Q001556,lyric,O
Q001557,camping,O
Q001557,stove,O
Q001557,portable,B-SIZE
Q001557,propane,O
Q001558,electric,B-PRODUCT
Q001558,bike,B-PRODUCT
Q001558,mountain,O
Q001558,bike,I-PRODUCT
Q001558,full,B-FEATURE
Q001558,suspension,O
Q001559,drone,B-PRODUCT
Q001559,dji,B-BRAND
Q001559,mavic,O
Q001559,air,O
Q001559,2,O
Q001560,baby,B-CATEGORY
Q001560,swing,O
Q001560,automatic,B-FEATURE
Q001560,rocker,O
Q001561,grill,O
Q001561,charcoal,O
Q001561,portable,B-PRODUCT
Q001561,camping,I-PRODUCT
Q001562,home,B-PRODUCT
Q001562,theatre,I-PRODUCT
Q001562,system,O
Q001562,bose,B-BRAND
Q001562,soundtouch,O
Q001563,wireless,B-PRODUCT
Q001563,headphones,B-PRODUCT
Q001563,bose,B-BRAND
Q001564,bluetooth,B-PRODUCT
Q001564,speaker,B-PRODUCT
Q001564,jbl,B-BRAND
Q001565,smartwatch,B-PRODUCT
Q001565,apple,B-BRAND
Q001565,watch,I-PRODUCT
Q001566,dress,O
Q001566,for,O
Q001566,wedding,O
Q001566,guest,O
Q001567,cat,O
Q001567,litter,O
Q001567,unscented,O
Q001568,protein,O
Q001568,powder,O
Q001568,whey,O
Q001569,men's,O
Q001569,casual,O
Q001569,shoes,B-PRODUCT
Q001570,sony,B-BRAND
Q001570,playstation,O
Q001570,5,O
Q001571,vacuum,B-PRODUCT
Q001571,cleaner,B-PRODUCT
Q001571,dyson,O
Q001572,home,B-CATEGORY
Q001572,office,B-CATEGORY
Q001572,desk,O
Q001572,standing,O
Q001573,women's,O
Q001573,winter,O
Q001573,coat,O
Q001574,nintendo,O
Q001574,switch,O
Q001574,oled,O
Q001575,cordless,O
Q001575,drill,O
Q001575,set,O
Q001576,grow,O
Q001576,light,O
Q001576,for,O
Q001576,indoor,O
Q001576,plants,O
Q001577,instapot,O
Q001577,pressure,B-PRODUCT
Q001577,cooker,B-PRODUCT
Q001578,dog,O
Q001578,bed,O
Q001578,washable,O
Q001579,kids,B-PRODUCT
Q001579,bicycle,B-PRODUCT
Q001579,20,O
Q001579,inch,O
Q001580,luggage,B-PRODUCT
Q001580,set,I-PRODUCT
Q001580,hardshell,O
Q001581,apple,B-BRAND
Q001581,macbook,O
Q001581,air,O
Q001581,m2,O
Q001582,bluetooth,B-PRODUCT
Q001582,earbuds,B-PRODUCT
Q001582,for,O
Q001582,running,B-PRODUCT
Q001583,electric,B-PRODUCT
Q001583,bike,B-PRODUCT
Q001583,foldable,B-FEATURE
Q001584,camping,O
Q001584,chair,B-PRODUCT
Q001584,lightweight,B-SIZE
Q001585,ergonomic,B-FEATURE
Q001585,office,B-CATEGORY
Q001585,chair,B-PRODUCT
Q001586,women's,O
Q001586,sandals,O
Q001586,casual,O
Q001587,outdoor,B-CATEGORY
Q001587,security,B-PRODUCT
Q001587,lighting,O
Q001588,food,B-PRODUCT
Q001588,processor,B-FEATURE
Q001588,cuisinart,O
Q001589,mens,O
Q001589,casual,O
Q001589,shirts,O
Q001590,grill,O
Q001590,outdoor,B-CATEGORY
Q001590,propane,O
Q001591,baby,B-CATEGORY
Q001591,high,O
Q001591,chair,B-PRODUCT
Q001591,foldable,B-FEATURE
Q001592,steam,O
Q001592,mop,O
Q001592,hard,B-PRODUCT
Q001592,floor,O
Q001593,women's,O
Q001593,formal,O
Q001593,dress,O
Q001594,smart,B-FEATURE
Q001594,plug,O
Q001594,wifi,B-FEATURE
Q001595,bike,B-PRODUCT
Q001595,trainer,O
Q001595,indoor,O
